        93       113       206
     .1980     .0000     .0150    -.0030
       258
  -44.4881         1
  -41.0653        -1
  -40.1332        -3
  -39.7482        -1
  -36.8100         1
  -36.0802         3
  -35.3821         1
  -35.0784         5
  -33.9672         3
  -33.1439         1
  -31.9200        -1
  -31.3802        -3
  -30.4935        -5
  -30.0932        -1
  -29.4320        -7
  -28.7821        -3
  -28.0101        -1
  -27.2408        -5
  -26.5421         1
  -26.2185        -3
  -26.1184         3
  -25.4696        -1
  -25.3697         5
  -24.3746         7
  -23.9010         1
  -23.2617         9
  -22.8007         3
  -22.2024         1
  -21.3110         5
  -20.7407        -1
  -20.6001         3
  -20.3965        -3
  -19.7588        -5
  -19.6621         7
  -19.5203         1
  -18.9451         5
  -18.8778        -7
  -17.8173        -9
  -17.1460         3
  -17.0381         1
  -16.9418        -1
  -16.6749       -11
  -16.0551        -3
  -15.8149        -1
  -14.6992        -5
  -14.5621         1
  -14.5044        -3
  -14.2660         3
  -13.7192         5
  -13.0500        -7
  -12.9836        -5
  -12.9804        -1
  -12.9168         7
  -11.9471         9
  -11.4433        -7
  -11.2901        -9
  -10.7685        -1
  -10.7226        11
  -10.6407        -3
   -9.4903        13
   -9.4851         1
   -8.8846         1
   -8.7807        -3
   -8.7296         3
   -8.3659        -5
   -7.9853        -1
   -7.8236         3
   -7.8193        -1
   -7.7251        -3
   -7.4905         5
   -7.2324        -5
   -6.5266         5
   -6.4884        -7
   -5.9955         1
   -5.9235         7
   -5.4930        -9
   -4.9449         7
   -4.4198       -11
   -4.1816         1
   -4.0888         9
   -3.8749         3
   -3.3999         9
   -3.2465       -13
   -2.3856        -1
   -2.2889         3
   -2.1055        11
   -2.0430       -15
   -1.6359         5
   -1.6193        -3
   -1.4300         1
    -.9884         1
    -.9736        -1
    -.7005         3
    -.5778         5
    -.3558        -5
    -.2718         5
    -.1400        -3
     .3534         7
     .3863         1
     .6256        -1
     .7148         7
     .8921         3
    1.0121        -5
    1.0378        -7
    1.1544         9
    2.1274        11
    2.3462        -1
    2.4103        -3
    2.4308        -7
    2.5216        -9
    3.2334        13
    3.6999         1
    3.9090       -11
    3.9888        -9
    4.0469        -3
    4.0539        -1
    4.0619        -5
    4.4638        15
    4.9688         3
    4.9933        -3
    5.0274        -1
    5.1726        -7
    5.4565         1
    5.5398        -5
    5.6739       -11
    5.7005        17
    5.9303         5
    6.1598        -1
    6.1922        -1
    6.3284        -3
    6.3639        -3
    6.4746         1
    6.7214         3
    6.7567        -5
    6.8484        -5
    7.0346         7
    7.1554        -7
    7.3448        -7
    7.3911       -13
    7.4158         1
    7.5004        -1
    7.5635         3
    7.8510         5
    8.0582         1
    8.1372        -9
    8.2466         9
    8.3550        -9
    8.4904         3
    8.6645        -3
    8.8185         5
    9.0528        -1
    9.0800       -11
    9.2900         3
    9.3157         1
    9.5276         7
    9.7878        11
