id,max_depth,mss,mslmt_strategy,normalizer,train_mae,train_mse,train_evs,train_mae_m,train_r2,val_mae,val_mse,val_evs,val_mae_m,val_r2,test_mae,test_mse,test_evs,test_mae_m,test_r2,model_path,training_time,scaler_path,mt_strategy,msl
1,60,2,,standard,0.02751250598545138,0.011720255668778623,0.9847750454562332,0.0,0.9847750454562332,0.13557507982220346,0.08298650957243815,0.8931131737566617,0.047915922418752636,0.893113103663486,0.13451967935957138,0.0777163944252262,0.8997130152961744,0.04807924487345644,0.8997129658169696,E:\ML_Models_EXFOR\DT_B1\DT60_MSS2_MSL1_standard_one_hot_B1_v5\DT60_MSS2_MSL1_standard_one_hot_B1_v5.joblib,72.25622820854188,E:\ML_Models_EXFOR\DT_B1\DT60_MSS2_MSL1_standard_one_hot_B1_v5\scaler.pkl,one_hot,1.0
6,60,5,,standard,0.05317270768040172,0.017248104316132332,0.9774321525245916,0.014210951739058897,0.9774321525245916,0.13087184982074676,0.07690921364444735,0.9001462075897677,0.04695196416719627,0.9001462070228242,0.12956787346001514,0.07131520560814668,0.9072216012262504,0.04719457950257255,0.907221369232664,E:\ML_Models_EXFOR\DT_B1\DT60_MSS5_MSL1_standard_one_hot_B1_v5\DT60_MSS5_MSL1_standard_one_hot_B1_v5.joblib,68.52378439903259,E:\ML_Models_EXFOR\DT_B1\DT60_MSS5_MSL1_standard_one_hot_B1_v5\scaler.pkl,one_hot,1.0
7,60,5,,standard,0.07800460184305191,0.02832113412692928,0.9623991561311324,0.02675435862464681,0.9623991561311324,0.12349389220500764,0.06526124294186808,0.9137069669298896,0.04607231005460466,0.9137057053270412,0.12204922303006648,0.06013301275165313,0.9204280934037204,0.04601334384230138,0.9204270964646428,E:\ML_Models_EXFOR\DT_B1\DT60_MSS5_MSL3_standard_one_hot_B1_v5\DT60_MSS5_MSL3_standard_one_hot_B1_v5.joblib,66.86078596115111,E:\ML_Models_EXFOR\DT_B1\DT60_MSS5_MSL3_standard_one_hot_B1_v5\scaler.pkl,one_hot,3.0
11,60,10,,standard,0.0710344802296636,0.024081616910003517,0.9682067473223108,0.024393503526692558,0.9682067473223108,0.1250590702957795,0.06930497068018088,0.9090495736736228,0.04591840847949774,0.9090495730788326,0.12413497249143693,0.0643488330392622,0.9154027733649636,0.0461742381583046,0.9154025420382847,E:\ML_Models_EXFOR\DT_B1\DT60_MSS10_MSL1_standard_one_hot_B1_v5\DT60_MSS10_MSL1_standard_one_hot_B1_v5.joblib,67.42332243919373,E:\ML_Models_EXFOR\DT_B1\DT60_MSS10_MSL1_standard_one_hot_B1_v5\scaler.pkl,one_hot,1.0
12,60,10,,standard,0.08272057592304244,0.030529758988255117,0.9593476476750822,0.02970175231758598,0.9593476476750822,0.1221233291268036,0.06335667387568722,0.9159610914415044,0.046165212094012135,0.9159602877375562,0.12093363491393927,0.05834850383004483,0.9225573155893204,0.046255386626463835,0.922556461505026,E:\ML_Models_EXFOR\DT_B1\DT60_MSS10_MSL3_standard_one_hot_B1_v5\DT60_MSS10_MSL3_standard_one_hot_B1_v5.joblib,68.12149381637572,E:\ML_Models_EXFOR\DT_B1\DT60_MSS10_MSL3_standard_one_hot_B1_v5\scaler.pkl,one_hot,3.0
13,60,10,,standard,0.08861908395320936,0.034249308012206506,0.9541678286148008,0.032731154801788336,0.9541678286148008,0.12020544641773702,0.06099353082295266,0.9187411653405056,0.046289807995064436,0.9187407337904252,0.11908495880120484,0.056329211213847236,0.9248778122252579,0.04628846011407512,0.9248771815302802,E:\ML_Models_EXFOR\DT_B1\DT60_MSS10_MSL5_standard_one_hot_B1_v5\DT60_MSS10_MSL5_standard_one_hot_B1_v5.joblib,67.61443328857422,E:\ML_Models_EXFOR\DT_B1\DT60_MSS10_MSL5_standard_one_hot_B1_v5\scaler.pkl,one_hot,5.0
14,60,10,,standard,0.0946556831283646,0.03803504710197202,0.9488426147095508,0.036056627916857716,0.9488426147095508,0.11972509315999876,0.0598029105649654,0.9199663097664876,0.04685099317249364,0.9199658484477652,0.11868935290787752,0.05562207888697021,0.9254370328168432,0.046990634224824426,0.9254362998775628,E:\ML_Models_EXFOR\DT_B1\DT60_MSS10_MSL7_standard_one_hot_B1_v5\DT60_MSS10_MSL7_standard_one_hot_B1_v5.joblib,67.14700984954834,E:\ML_Models_EXFOR\DT_B1\DT60_MSS10_MSL7_standard_one_hot_B1_v5\scaler.pkl,one_hot,7.0
16,60,15,,standard,0.08034307396546785,0.028474247850132774,0.9621881866289173,0.029464792378633392,0.9621881866289173,0.12281183129036932,0.06560227393893475,0.9133899617420724,0.046260750635811504,0.9133899565783484,0.12184634110430988,0.06092126036241216,0.9194131015945812,0.0463316927743424,0.9194130097442994,E:\ML_Models_EXFOR\DT_B1\DT60_MSS15_MSL1_standard_one_hot_B1_v5\DT60_MSS15_MSL1_standard_one_hot_B1_v5.joblib,67.47788357734679,E:\ML_Models_EXFOR\DT_B1\DT60_MSS15_MSL1_standard_one_hot_B1_v5\scaler.pkl,one_hot,1.0
17,60,15,,standard,0.08823769868880367,0.033310839508669365,0.9554795912726758,0.03298012465813027,0.9554795912726758,0.1212261649591417,0.06151153182607062,0.9181716843822448,0.0466253703827062,0.9181712608153584,0.11981617273040655,0.05668076654657413,0.9244755372045768,0.04657820080414149,0.9244749729361614,E:\ML_Models_EXFOR\DT_B1\DT60_MSS15_MSL3_standard_one_hot_B1_v5\DT60_MSS15_MSL3_standard_one_hot_B1_v5.joblib,64.03583741188051,E:\ML_Models_EXFOR\DT_B1\DT60_MSS15_MSL3_standard_one_hot_B1_v5\scaler.pkl,one_hot,3.0
18,60,15,,standard,0.09174589016108732,0.03582554960498044,0.9519571762978666,0.03468893232234626,0.9519571762978666,0.12002417462916044,0.06014124960246015,0.9197438327078992,0.046782102354207385,0.9197434862523022,0.11890556980130335,0.055670129436726175,0.9255850844379228,0.04668361359345785,0.9255845686277429,E:\ML_Models_EXFOR\DT_B1\DT60_MSS15_MSL5_standard_one_hot_B1_v5\DT60_MSS15_MSL5_standard_one_hot_B1_v5.joblib,66.41784739494325,E:\ML_Models_EXFOR\DT_B1\DT60_MSS15_MSL5_standard_one_hot_B1_v5\scaler.pkl,one_hot,5.0
19,60,15,,standard,0.09498011943275454,0.038198161800175566,0.9486119503403884,0.036260272019464114,0.9486119503403884,0.11980586951628565,0.05983960704912592,0.9198608927108506,0.04694017689766539,0.9198603975409774,0.11877505307722667,0.055664105808018144,0.9253678929990456,0.0469721551351321,0.9253672640551268,E:\ML_Models_EXFOR\DT_B1\DT60_MSS15_MSL7_standard_one_hot_B1_v5\DT60_MSS15_MSL7_standard_one_hot_B1_v5.joblib,67.52175402641296,E:\ML_Models_EXFOR\DT_B1\DT60_MSS15_MSL7_standard_one_hot_B1_v5\scaler.pkl,one_hot,7.0
