id,distance_metric,distance_type,mt_strategy,normalizer,train_mae,train_mse,train_evs,train_mae_m,train_r2,val_mae,val_mse,val_evs,val_mae_m,val_r2,test_mae,test_mse,test_evs,test_mae_m,test_r2,model_path,training_time,scaler_path,run_name
5,euclidean,distance,one_hot,robust,0.02605647022744064,0.01128607539665158,0.9853785135663696,0.0,0.9853785134529136,0.11686376110419194,0.061086977827684436,0.918594773072118,0.040703507735976086,0.9185944553981849,0.11770791571561852,0.06280643483120195,0.9170806050083624,0.041002272917421284,0.9170765892792376,E:\ML_Models_EXFOR\KNN_B3\k5_distance_euclidean_robust_one_hot_B3_v1\k5_distance_euclidean_robust_one_hot_B3_v1.joblib,928.857807636261,E:\ML_Models_EXFOR\KNN_B3\k5_distance_euclidean_robust_one_hot_B3_v1\scaler.pkl,k5_distance_euclidean_robust_one_hot_B3_v1
9,euclidean,distance,one_hot,robust,0.025970225642918045,0.01103158677113838,0.9856784707520904,0.0,0.9856784696432156,0.1154286565337822,0.058879237476685074,0.9220896361275748,0.04092673659489522,0.9220876903431288,0.11618742391962075,0.061654741709806025,0.9184865356979376,0.04126700287069779,0.9184863364373604,E:\ML_Models_EXFOR\KNN_B3\k9_distance_euclidean_robust_one_hot_B3_v1\k9_distance_euclidean_robust_one_hot_B3_v1.joblib,833.2808957099915,E:\ML_Models_EXFOR\KNN_B3\k9_distance_euclidean_robust_one_hot_B3_v1\scaler.pkl,k9_distance_euclidean_robust_one_hot_B3_v1
1,euclidean,distance,one_hot,robust,0.029185043313482924,0.02159685243383937,0.972322527491236,0.0,0.9723225265002736,0.13946669642501694,0.08912496646445088,0.8870739743927245,0.04718289350867566,0.8870739419839198,0.13935293986118955,0.08824574303028418,0.8875701463267429,0.04721000317670193,0.8875691715574614,E:\ML_Models_EXFOR\KNN_B3\k1_distance_euclidean_robust_one_hot_B3_v1\k1_distance_euclidean_robust_one_hot_B3_v1.joblib,1048.7522385120392,E:\ML_Models_EXFOR\KNN_B3\k1_distance_euclidean_robust_one_hot_B3_v1\scaler.pkl,k1_distance_euclidean_robust_one_hot_B3_v1
13,euclidean,distance,one_hot,robust,0.025849184104628376,0.010919112565549852,0.9858416105739256,0.0,0.9858416100771414,0.11619251950899355,0.0593760230984448,0.9208376040534932,0.04154215767039093,0.9208375644010176,0.11562862515993046,0.0588728823864528,0.9216546756520808,0.041506556824783436,0.9216536065178144,E:\ML_Models_EXFOR\KNN_B3\k13_distance_euclidean_robust_one_hot_B3_v1\k13_distance_euclidean_robust_one_hot_B3_v1.joblib,991.4251112937927,E:\ML_Models_EXFOR\KNN_B3\k13_distance_euclidean_robust_one_hot_B3_v1\scaler.pkl,k13_distance_euclidean_robust_one_hot_B3_v1
17,euclidean,distance,one_hot,robust,0.025836338193035168,0.010848676866950438,0.9859224898813064,0.0,0.9859224894237176,0.11606216115822013,0.05982073207939121,0.9201319718247488,0.042398038788236725,0.92013157150703,0.11584690252316428,0.05923962393084181,0.9209620272479284,0.04185753824119322,0.9209620085824792,E:\ML_Models_EXFOR\KNN_B3\k17_distance_euclidean_robust_one_hot_B3_v1\k17_distance_euclidean_robust_one_hot_B3_v1.joblib,1085.0260438919067,E:\ML_Models_EXFOR\KNN_B3\k17_distance_euclidean_robust_one_hot_B3_v1\scaler.pkl,k17_distance_euclidean_robust_one_hot_B3_v1
5,manhattan,distance,one_hot,robust,0.02605647022744064,0.01128607539665158,0.9853785135663696,0.0,0.9853785134529136,0.11672971907138367,0.06090642381513262,0.9188302388361947,0.040669932012482535,0.9188299013380686,0.11755959310821358,0.06260137914974367,0.9173533710778476,0.040961575855413566,0.917349106093321,E:\ML_Models_EXFOR\KNN_B3\k5_distance_manhattan_robust_one_hot_B3_v1\k5_distance_manhattan_robust_one_hot_B3_v1.joblib,981.2248046398164,E:\ML_Models_EXFOR\KNN_B3\k5_distance_manhattan_robust_one_hot_B3_v1\scaler.pkl,k5_distance_manhattan_robust_one_hot_B3_v1
9,manhattan,distance,one_hot,robust,0.025970225642918045,0.01103158677113838,0.9856784707520906,0.0,0.9856784696432156,0.11525648611603505,0.05862813744024624,0.9224059884406024,0.04087273012432602,0.9224041648969852,0.11598632805228208,0.061381203728334666,0.9188439880323968,0.041188439871433065,0.9188438736586892,E:\ML_Models_EXFOR\KNN_B3\k9_distance_manhattan_robust_one_hot_B3_v1\k9_distance_manhattan_robust_one_hot_B3_v1.joblib,882.368052482605,E:\ML_Models_EXFOR\KNN_B3\k9_distance_manhattan_robust_one_hot_B3_v1\scaler.pkl,k9_distance_manhattan_robust_one_hot_B3_v1
1,manhattan,distance,one_hot,robust,0.029185043313482924,0.02159685243383937,0.972322527491236,0.0,0.9723225265002736,0.1394216180262442,0.0890265089124854,0.8871911367379837,0.04717907769546925,0.8871910948265203,0.13929202998529727,0.08807217820924661,0.8877859166536092,0.04720818803473259,0.8877848928989969,E:\ML_Models_EXFOR\KNN_B3\k1_distance_manhattan_robust_one_hot_B3_v1\k1_distance_manhattan_robust_one_hot_B3_v1.joblib,1067.463588476181,E:\ML_Models_EXFOR\KNN_B3\k1_distance_manhattan_robust_one_hot_B3_v1\scaler.pkl,k1_distance_manhattan_robust_one_hot_B3_v1
13,manhattan,distance,one_hot,robust,0.025849184104628376,0.010919112565549852,0.9858416105739256,0.0,0.9858416100771414,0.1158789816056909,0.0592126003876399,0.9210569076658154,0.04142084604276158,0.9210568482731322,0.11538996310669715,0.058571922071717235,0.9220703525789152,0.041428974172562916,0.9220693255479864,E:\ML_Models_EXFOR\KNN_B3\k13_distance_manhattan_robust_one_hot_B3_v1\k13_distance_manhattan_robust_one_hot_B3_v1.joblib,1058.0571403503418,E:\ML_Models_EXFOR\KNN_B3\k13_distance_manhattan_robust_one_hot_B3_v1\scaler.pkl,k13_distance_manhattan_robust_one_hot_B3_v1
17,manhattan,distance,one_hot,robust,0.025836338193035168,0.010848676866950437,0.9859224898813064,0.0,0.9859224894237176,0.11577150720178675,0.05963935144138205,0.9204084502775194,0.04226701572027364,0.9204080995298579,0.1155531553272426,0.05905676916444017,0.921203967974056,0.04175446654011583,0.9212039589209424,E:\ML_Models_EXFOR\KNN_B3\k17_distance_manhattan_robust_one_hot_B3_v1\k17_distance_manhattan_robust_one_hot_B3_v1.joblib,1482.1401064395905,E:\ML_Models_EXFOR\KNN_B3\k17_distance_manhattan_robust_one_hot_B3_v1\scaler.pkl,k17_distance_manhattan_robust_one_hot_B3_v1
