id,distance_metric,mt_strategy,normalizer,train_mae,train_mse,train_evs,train_mae_m,train_r2,val_mae,val_mse,val_evs,val_mae_m,val_r2,test_mae,test_mse,test_evs,test_mae_m,test_r2,model_path,training_time,scaler_path,run_name
13,manhattan,one_hot,minmax,0.0258772575511427,0.0109210979965116,0.9858527805927236,0.0,0.9858527804831272,0.116043903167922,0.0592017119366063,0.920200612747627,0.0413917868571133,0.9201997520030362,0.1152552068942125,0.0600927981584494,0.9190022065844268,0.041118648964723,0.9190019419165708,E:\ML_Models_EXFOR\KNN_B2\k13_distance_manhattan_minmax_one_hot_B2_v1\k13_distance_manhattan_minmax_one_hot_B2_v1.joblib,6122.514390230179,E:\ML_Models_EXFOR\KNN_B2\k13_distance_manhattan_minmax_one_hot_B2_v1\scaler.pkl,k13_distance_manhattan_minmax_one_hot_B2_v1
9,manhattan,one_hot,minmax,0.0258934434793781,0.0109693400836211,0.985773562308108,0.0,0.9857735587181562,0.1155649181278296,0.0597302430285155,0.9209891282825756,0.0410799567075601,0.9209888298134136,0.1159544912744739,0.061598268065851,0.918492557348519,0.0404603848951445,0.918492490402681,E:\ML_Models_EXFOR\KNN_B2\k9_distance_manhattan_minmax_one_hot_B2_v1\k9_distance_manhattan_minmax_one_hot_B2_v1.joblib,8314.195637226105,E:\ML_Models_EXFOR\KNN_B2\k9_distance_manhattan_minmax_one_hot_B2_v1\scaler.pkl,k9_distance_manhattan_minmax_one_hot_B2_v1
14,manhattan,one_hot,minmax,0.0258635470831174,0.0108989166738804,0.985881782468188,0.0,0.9858817823172812,0.1161084956182259,0.0591169675635815,0.9202728202380364,0.0415680238195482,0.9202720981994064,0.1153314308357277,0.0600024771221992,0.9190651587768836,0.0412800789215847,0.91906481755015,E:\ML_Models_EXFOR\KNN_B2\k14_distance_manhattan_minmax_one_hot_B2_v1\k14_distance_manhattan_minmax_one_hot_B2_v1.joblib,6403.324320077896,E:\ML_Models_EXFOR\KNN_B2\k14_distance_manhattan_minmax_one_hot_B2_v1\scaler.pkl,k14_distance_manhattan_minmax_one_hot_B2_v1
10,manhattan,one_hot,minmax,0.0258771248922981,0.0109474854715406,0.985802890242594,0.0,0.9858028864203804,0.1154524227140855,0.0594294514648782,0.9213230741129887,0.0411870864660771,0.921322855803749,0.1158986151482253,0.0614322082051728,0.9186487820399718,0.0406360873138292,0.918648764596438,E:\ML_Models_EXFOR\KNN_B2\k10_distance_manhattan_minmax_one_hot_B2_v1\k10_distance_manhattan_minmax_one_hot_B2_v1.joblib,9019.428161859512,E:\ML_Models_EXFOR\KNN_B2\k10_distance_manhattan_minmax_one_hot_B2_v1\scaler.pkl,k10_distance_manhattan_minmax_one_hot_B2_v1
5,manhattan,one_hot,minmax,0.0261187056086082,0.011356434437581,0.9852751408920044,0.0,0.9852751330001618,0.1171141926762392,0.0614844809427811,0.9180069775686654,0.0408819104261916,0.9180048142140548,0.117563249200981,0.0627039779827843,0.9171751680206608,0.0408642929793904,0.9171751380674592,E:\ML_Models_EXFOR\KNN_B2\k5_distance_manhattan_minmax_one_hot_B2_v1\k5_distance_manhattan_minmax_one_hot_B2_v1.joblib,8994.09168934822,E:\ML_Models_EXFOR\KNN_B2\k5_distance_manhattan_minmax_one_hot_B2_v1\scaler.pkl,k5_distance_manhattan_minmax_one_hot_B2_v1
15,manhattan,one_hot,minmax,0.0258572191886269,0.0108913908664667,0.9858904430711288,0.0,0.9858904430710588,0.1161999535639054,0.0590869313498252,0.9202532465603398,0.0417364788200211,0.9202526664179956,0.1154203800212254,0.0599587412652255,0.919070368691048,0.0413995834889831,0.919069915488154,E:\ML_Models_EXFOR\KNN_B2\k15_distance_manhattan_minmax_one_hot_B2_v1\k15_distance_manhattan_minmax_one_hot_B2_v1.joblib,10259.013724088669,E:\ML_Models_EXFOR\KNN_B2\k15_distance_manhattan_minmax_one_hot_B2_v1\scaler.pkl,k15_distance_manhattan_minmax_one_hot_B2_v1
1,manhattan,one_hot,minmax,0.0291131244036266,0.0214074689513418,0.9725274232917884,0.0,0.9725272574930316,0.1395759174067935,0.0890271287717283,0.8853796535502437,0.0477562371619999,0.885379635629944,0.1386794096844966,0.0874318364193156,0.8893281750843698,0.0472659628258871,0.889328021918234,E:\ML_Models_EXFOR\KNN_B2\k1_distance_manhattan_minmax_one_hot_B2_v1\k1_distance_manhattan_minmax_one_hot_B2_v1.joblib,10366.722474575045,E:\ML_Models_EXFOR\KNN_B2\k1_distance_manhattan_minmax_one_hot_B2_v1\scaler.pkl,k1_distance_manhattan_minmax_one_hot_B2_v1
17,manhattan,one_hot,minmax,0.0258240601451517,0.0108817997667742,0.985890574046098,0.0,0.985890572380132,0.1169049945155385,0.0600541211795003,0.9203518591618702,0.0418284370037525,0.9203514104306476,0.1161902112978459,0.0594611846332312,0.9199757380859446,0.0423881169177689,0.9199742402460572,E:\ML_Models_EXFOR\KNN_B2\k17_distance_manhattan_minmax_one_hot_B2_v1\k17_distance_manhattan_minmax_one_hot_B2_v1.joblib,10551.445885896685,E:\ML_Models_EXFOR\KNN_B2\k17_distance_manhattan_minmax_one_hot_B2_v1\scaler.pkl,k17_distance_manhattan_minmax_one_hot_B2_v1
11,manhattan,one_hot,minmax,0.0258733914656784,0.0109355071060631,0.9858190116460636,0.0,0.9858190055972448,0.1154335572594727,0.0592132068815815,0.9215530773518,0.0412937204570839,0.9215529358180904,0.1159540513703742,0.0613448578605076,0.918705118716995,0.0407775750752003,0.9187051149170548,E:\ML_Models_EXFOR\KNN_B2\k11_distance_manhattan_minmax_one_hot_B2_v1\k11_distance_manhattan_minmax_one_hot_B2_v1.joblib,9453.814604759216,E:\ML_Models_EXFOR\KNN_B2\k11_distance_manhattan_minmax_one_hot_B2_v1\scaler.pkl,k11_distance_manhattan_minmax_one_hot_B2_v1
6,manhattan,one_hot,minmax,0.0260232767857246,0.0111940235551134,0.9854882671034636,0.0,0.985488265252534,0.1163906047042955,0.0606412358629616,0.9190177116156426,0.0408090345931372,0.9190157150848824,0.1167764463941724,0.0616836046814779,0.9183785956980262,0.0406744897015175,0.9183784977243024,E:\ML_Models_EXFOR\KNN_B2\k6_distance_manhattan_minmax_one_hot_B2_v1\k6_distance_manhattan_minmax_one_hot_B2_v1.joblib,11244.30040025711,E:\ML_Models_EXFOR\KNN_B2\k6_distance_manhattan_minmax_one_hot_B2_v1\scaler.pkl,k6_distance_manhattan_minmax_one_hot_B2_v1
