id,distance_metric,mt_strategy,normalizer,train_mae,train_mse,train_evs,train_mae_m,train_r2,val_mae,val_mse,val_evs,val_mae_m,val_r2,test_mae,test_mse,test_evs,test_mae_m,test_r2,model_path,training_time,scaler_path,run_name
1,manhattan,one_hot,minmax,0.029259962292636,0.0217316748971154,0.9721784713359438,0.0,0.9721782806179934,0.1394349480892226,0.0880429945295616,0.8866313846893754,0.0475822599759225,0.886626405177545,0.1394086498069895,0.0883254829804991,0.8867719925545386,0.0474164654025044,0.8867718131558875,E:\ML_Models_EXFOR\KNN_B3\k1_distance_manhattan_minmax_one_hot_B3_v1\k1_distance_manhattan_minmax_one_hot_B3_v1.joblib,7409.667010784149,E:\ML_Models_EXFOR\KNN_B3\k1_distance_manhattan_minmax_one_hot_B3_v1\scaler.pkl,k1_distance_manhattan_minmax_one_hot_B3_v1
5,manhattan,one_hot,minmax,0.0261008652888646,0.0113475995067625,0.9853005234157288,0.0,0.9853005228376596,0.1169990682697003,0.0617568031618833,0.9178574517133536,0.0405543031171928,0.9178574233989985,0.1162827475079794,0.0611299415970098,0.9190649823433876,0.0405510877547,0.9190649666921404,E:\ML_Models_EXFOR\KNN_B3\k5_distance_manhattan_minmax_one_hot_B3_v1\k5_distance_manhattan_minmax_one_hot_B3_v1.joblib,12428.242988586426,E:\ML_Models_EXFOR\KNN_B3\k5_distance_manhattan_minmax_one_hot_B3_v1\scaler.pkl,k5_distance_manhattan_minmax_one_hot_B3_v1
2,manhattan,one_hot,minmax,0.0276326882727291,0.0135712752684992,0.9824705693853584,0.0,0.9824705637423354,0.124901052413886,0.0712658767344518,0.9063379786508348,0.0420723602516034,0.9063335273870632,0.1250562763312419,0.0716987266561873,0.9063829423904312,0.0415605362500234,0.9063829042363668,E:\ML_Models_EXFOR\KNN_B3\k2_distance_manhattan_minmax_one_hot_B3_v1\k2_distance_manhattan_minmax_one_hot_B3_v1.joblib,7907.2870128154755,E:\ML_Models_EXFOR\KNN_B3\k2_distance_manhattan_minmax_one_hot_B3_v1\scaler.pkl,k2_distance_manhattan_minmax_one_hot_B3_v1
3,manhattan,one_hot,minmax,0.0266538183698202,0.0120652510214718,0.984376776672256,0.0,0.9843767645807668,0.1206492181402119,0.0658534027269218,0.9127100684619712,0.0417477318119317,0.9127068801440688,0.1209873377587917,0.0665267171877984,0.912408834955452,0.0413687027560961,0.9124085440926848,E:\ML_Models_EXFOR\KNN_B3\k3_distance_manhattan_minmax_one_hot_B3_v1\k3_distance_manhattan_minmax_one_hot_B3_v1.joblib,5735.263010263443,E:\ML_Models_EXFOR\KNN_B3\k3_distance_manhattan_minmax_one_hot_B3_v1\scaler.pkl,k3_distance_manhattan_minmax_one_hot_B3_v1
6,manhattan,one_hot,minmax,0.0260317227279959,0.0112293037981625,0.9854420267055114,0.0,0.985442021302799,0.1163251974186723,0.0610142533305744,0.9186889435149544,0.0404166281328494,0.9186888407291964,0.1155646128214316,0.0602611713564478,0.9200418402473548,0.0404837462689983,0.920041840246539,E:\ML_Models_EXFOR\KNN_B3\k6_distance_manhattan_minmax_one_hot_B3_v1\k6_distance_manhattan_minmax_one_hot_B3_v1.joblib,12171.195994377136,E:\ML_Models_EXFOR\KNN_B3\k6_distance_manhattan_minmax_one_hot_B3_v1\scaler.pkl,k6_distance_manhattan_minmax_one_hot_B3_v1
4,manhattan,one_hot,minmax,0.0262896121741153,0.0115484633586591,0.9850329608473096,0.0,0.9850329463441828,0.1182295101485171,0.0631537577513998,0.9159551740777204,0.0410906300149489,0.9159522935159063,0.1187159486662189,0.0641002826246006,0.9153073165402948,0.040736954268773,0.9153070219652496,E:\ML_Models_EXFOR\KNN_B3\k4_distance_manhattan_minmax_one_hot_B3_v1\k4_distance_manhattan_minmax_one_hot_B3_v1.joblib,7787.466253757477,E:\ML_Models_EXFOR\KNN_B3\k4_distance_manhattan_minmax_one_hot_B3_v1\scaler.pkl,k4_distance_manhattan_minmax_one_hot_B3_v1
7,manhattan,one_hot,minmax,0.0259716103509956,0.0111222364098029,0.9855793223764432,0.0,0.9855793180502306,0.1158715767306499,0.060341176527131,0.9194867114586366,0.0405518145829476,0.9194865529869252,0.1151494983683462,0.0595901274355998,0.9208234233470904,0.0406054803186156,0.9208234084572456,E:\ML_Models_EXFOR\KNN_B3\k7_distance_manhattan_minmax_one_hot_B3_v1\k7_distance_manhattan_minmax_one_hot_B3_v1.joblib,10865.952676296234,E:\ML_Models_EXFOR\KNN_B3\k7_distance_manhattan_minmax_one_hot_B3_v1\scaler.pkl,k7_distance_manhattan_minmax_one_hot_B3_v1
13,manhattan,one_hot,minmax,0.0258757448794215,0.0108840905446926,0.9858770256392074,0.0,0.9858770255323828,0.1153734842400482,0.0583924008757723,0.92233031827683,0.0413089212734245,0.9223302787451028,0.1156694838837426,0.0599469612534028,0.9205900838846398,0.0413623536387448,0.920590050706878,E:\ML_Models_EXFOR\KNN_B3\k13_distance_manhattan_minmax_one_hot_B3_v1\k13_distance_manhattan_minmax_one_hot_B3_v1.joblib,11381.294382333755,E:\ML_Models_EXFOR\KNN_B3\k13_distance_manhattan_minmax_one_hot_B3_v1\scaler.pkl,k13_distance_manhattan_minmax_one_hot_B3_v1
9,manhattan,one_hot,minmax,0.0258999045040777,0.0109957660176383,0.9857168739786958,0.0,0.9857168447799284,0.116572973993764,0.0618787259407759,0.9178591543687142,0.0409723895855097,0.9178591458957732,0.1159872783393508,0.0608732964303168,0.9187371040948372,0.040980253783536,0.9187367637783076,E:\ML_Models_EXFOR\KNN_B3\k9_distance_manhattan_minmax_one_hot_B3_v1\k9_distance_manhattan_minmax_one_hot_B3_v1.joblib,12328.23887515068,E:\ML_Models_EXFOR\KNN_B3\k9_distance_manhattan_minmax_one_hot_B3_v1\scaler.pkl,k9_distance_manhattan_minmax_one_hot_B3_v1
17,manhattan,one_hot,minmax,0.0258294800276809,0.010849459292567,0.9859329217591348,0.0,0.9859329211646491,0.1164439053267494,0.0597421972577702,0.9205082950061124,0.042397774238983,0.9205079499514202,0.1159093789446171,0.059072788002139,0.9204449487503328,0.0422361379705331,0.9204448688874318,E:\ML_Models_EXFOR\KNN_B3\k17_distance_manhattan_minmax_one_hot_B3_v1\k17_distance_manhattan_minmax_one_hot_B3_v1.joblib,10889.35326719284,E:\ML_Models_EXFOR\KNN_B3\k17_distance_manhattan_minmax_one_hot_B3_v1\scaler.pkl,k17_distance_manhattan_minmax_one_hot_B3_v1
