id,distance_metric,mt_strategy,normalizer,train_mae,train_mse,train_evs,train_mae_m,train_r2,val_mae,val_mse,val_evs,val_mae_m,val_r2,test_mae,test_mse,test_evs,test_mae_m,test_r2,model_path,training_time,scaler_path,run_name
13,manhattan,one_hot,minmax,0.0258842687612466,0.0109310850327138,0.9858170241482564,0.0,0.9858170237414496,0.1193666233421328,0.0633999797322947,0.9156986241386104,0.0430004316248647,0.9156968256722622,0.1188909587986416,0.0636512052499568,0.9149996309053632,0.0425337970740204,0.9149956803060696,E:\ML_Models_EXFOR\KNN_B1\k13_distance_manhattan_minmax_one_hot_B1_v1\k13_distance_manhattan_minmax_one_hot_B1_v1.joblib,12131.758120536804,E:\ML_Models_EXFOR\KNN_B1\k13_distance_manhattan_minmax_one_hot_B1_v1\scaler.pkl,k13_distance_manhattan_minmax_one_hot_B1_v1
9,manhattan,one_hot,minmax,0.0259213326921367,0.0109647436144243,0.9857961210386208,0.0,0.985796111046552,0.1190095849520464,0.0651399667662345,0.9122833923875152,0.0418310792545659,0.9122833742864742,0.1185784152320938,0.0643937179011891,0.9145212087838128,0.0419039868938458,0.9145211846403242,E:\ML_Models_EXFOR\KNN_B1\k9_distance_manhattan_minmax_one_hot_B1_v1\k9_distance_manhattan_minmax_one_hot_B1_v1.joblib,13596.275192975998,E:\ML_Models_EXFOR\KNN_B1\k9_distance_manhattan_minmax_one_hot_B1_v1\scaler.pkl,k9_distance_manhattan_minmax_one_hot_B1_v1
5,manhattan,one_hot,minmax,0.0261293663353232,0.0114080308564338,0.9852073690698876,0.0,0.9852073669906068,0.1200906172506929,0.0650588028262667,0.913875374722979,0.0416542500535328,0.9138753649912044,0.119557007443288,0.0652169053890123,0.913767959022549,0.0415322725854586,0.9137678594311598,E:\ML_Models_EXFOR\KNN_B1\k5_distance_manhattan_minmax_one_hot_B1_v1\k5_distance_manhattan_minmax_one_hot_B1_v1.joblib,16354.425000190737,E:\ML_Models_EXFOR\KNN_B1\k5_distance_manhattan_minmax_one_hot_B1_v1\scaler.pkl,k5_distance_manhattan_minmax_one_hot_B1_v1
1,manhattan,one_hot,minmax,0.0290164628292297,0.0211932641649761,0.9729103652097458,0.0,0.9729103649246056,0.1408242128067267,0.0902274088016812,0.884081010711125,0.0477333753494447,0.8840793674031635,0.141951872490976,0.0925043400934608,0.8824285278703355,0.0479663368243909,0.882428150547913,E:\ML_Models_EXFOR\KNN_B1\k1_distance_manhattan_minmax_one_hot_B1_v1\k1_distance_manhattan_minmax_one_hot_B1_v1.joblib,18100.08186841011,E:\ML_Models_EXFOR\KNN_B1\k1_distance_manhattan_minmax_one_hot_B1_v1\scaler.pkl,k1_distance_manhattan_minmax_one_hot_B1_v1
17,manhattan,one_hot,minmax,0.0258215422885024,0.0108617099744501,0.9859080179541988,0.0,0.9859080179171336,0.1205268462638945,0.0639399491432125,0.915357477116168,0.043172081993937,0.9153574229973817,0.1200980039924377,0.0643296312546962,0.9131405750237004,0.043194672938137,0.9131373274169104,E:\ML_Models_EXFOR\KNN_B1\k17_distance_manhattan_minmax_one_hot_B1_v1\k17_distance_manhattan_minmax_one_hot_B1_v1.joblib,18223.45088648796,E:\ML_Models_EXFOR\KNN_B1\k17_distance_manhattan_minmax_one_hot_B1_v1\scaler.pkl,k17_distance_manhattan_minmax_one_hot_B1_v1
14,manhattan,one_hot,minmax,0.0258767139749373,0.0109226183662883,0.9858294548256752,0.0,0.9858294533850508,0.1195572466565637,0.0634705043429548,0.9155398877414956,0.0432443374495759,0.9155379619483858,0.1190550983262886,0.063704737410395,0.9148579367879232,0.0426722893781643,0.914853644201332,E:\ML_Models_EXFOR\KNN_B1\k14_distance_manhattan_minmax_one_hot_B1_v1\k14_distance_manhattan_minmax_one_hot_B1_v1.joblib,15274.78399682045,E:\ML_Models_EXFOR\KNN_B1\k14_distance_manhattan_minmax_one_hot_B1_v1\scaler.pkl,k14_distance_manhattan_minmax_one_hot_B1_v1
10,manhattan,one_hot,minmax,0.0259138132655278,0.0109479214639557,0.9858117879354072,0.0,0.98581178550114,0.1190727712055493,0.0650395443882586,0.9122809506242778,0.0419790762833484,0.9122808650608468,0.1185934578873496,0.0643045534046924,0.9145148372230172,0.0420116127301642,0.9145147547418248,E:\ML_Models_EXFOR\KNN_B1\k10_distance_manhattan_minmax_one_hot_B1_v1\k10_distance_manhattan_minmax_one_hot_B1_v1.joblib,16204.079992771149,E:\ML_Models_EXFOR\KNN_B1\k10_distance_manhattan_minmax_one_hot_B1_v1\scaler.pkl,k10_distance_manhattan_minmax_one_hot_B1_v1
6,manhattan,one_hot,minmax,0.0260311965377114,0.011244560033038,0.9854207886916811,0.0,0.98542078868121,0.1194807042363228,0.0644015900957677,0.9146222108706924,0.041475532198712,0.914622207969602,0.1188790212736016,0.0643860958193356,0.9147520895646234,0.0415776698284725,0.9147519655247714,E:\ML_Models_EXFOR\KNN_B1\k6_distance_manhattan_minmax_one_hot_B1_v1\k6_distance_manhattan_minmax_one_hot_B1_v1.joblib,17770.203010559082,E:\ML_Models_EXFOR\KNN_B1\k6_distance_manhattan_minmax_one_hot_B1_v1\scaler.pkl,k6_distance_manhattan_minmax_one_hot_B1_v1
2,manhattan,one_hot,minmax,0.0275280582791354,0.013515178962183,0.9825478815206756,0.0,0.9825478491557402,0.1267854258272092,0.073824713952677,0.9033545499097734,0.0420306850069163,0.9033531645491508,0.1276196179062938,0.0754493554766774,0.9022169761418412,0.0424156216616473,0.9022167725679324,E:\ML_Models_EXFOR\KNN_B1\k2_distance_manhattan_minmax_one_hot_B1_v1\k2_distance_manhattan_minmax_one_hot_B1_v1.joblib,18298.781997203827,E:\ML_Models_EXFOR\KNN_B1\k2_distance_manhattan_minmax_one_hot_B1_v1\scaler.pkl,k2_distance_manhattan_minmax_one_hot_B1_v1
18,manhattan,one_hot,minmax,0.0258184409724223,0.0108560550391395,0.9859157101069592,0.0,0.985915710086242,0.1207108610166513,0.0640043254995837,0.9152201548572896,0.0433453776362267,0.915220080111177,0.1202942976953754,0.064428116314089,0.912953580245574,0.0433352441523917,0.9129500954939738,E:\ML_Models_EXFOR\KNN_B1\k18_distance_manhattan_minmax_one_hot_B1_v1\k18_distance_manhattan_minmax_one_hot_B1_v1.joblib,19056.14900231361,E:\ML_Models_EXFOR\KNN_B1\k18_distance_manhattan_minmax_one_hot_B1_v1\scaler.pkl,k18_distance_manhattan_minmax_one_hot_B1_v1
