id,distance_metric,mt_strategy,normalizer,train_mae,train_mse,train_evs,train_mae_m,train_r2,val_mae,val_mse,val_evs,val_mae_m,val_r2,test_mae,test_mse,test_evs,test_mae_m,test_r2,model_path,training_time,scaler_path,run_name
1,manhattan,one_hot,minmax,0.0290150695933198,0.0212400009356791,0.9728219645547028,0.0,0.9728219630133624,0.1391446910668321,0.0869304685404723,0.8891268476943095,0.0473847841505228,0.8891206477827233,0.1400431861564808,0.0907121883523609,0.8845531829288176,0.0475863400525979,0.8845508339860909,E:\ML_Models_EXFOR\KNN_B4\k1_distance_manhattan_minmax_one_hot_B4_v1\k1_distance_manhattan_minmax_one_hot_B4_v1.joblib,13575.051883459091,E:\ML_Models_EXFOR\KNN_B4\k1_distance_manhattan_minmax_one_hot_B4_v1\scaler.pkl,k1_distance_manhattan_minmax_one_hot_B4_v1
13,manhattan,one_hot,minmax,0.0258515234565583,0.0109323495208006,0.9858291920774332,0.0,0.9858291878660328,0.115208736971403,0.0583748607344232,0.9223086601233708,0.0413770389433083,0.9223084597992686,0.1160563668327162,0.0592083471056803,0.92149255695288,0.0416924156761674,0.9214910185629256,E:\ML_Models_EXFOR\KNN_B4\k13_distance_manhattan_minmax_one_hot_B4_v1\k13_distance_manhattan_minmax_one_hot_B4_v1.joblib,11946.642959356308,E:\ML_Models_EXFOR\KNN_B4\k13_distance_manhattan_minmax_one_hot_B4_v1\scaler.pkl,k13_distance_manhattan_minmax_one_hot_B4_v1
5,manhattan,one_hot,minmax,0.0260796009466517,0.011301542398618,0.9853495130913912,0.0,0.9853495126253544,0.1172534069289342,0.0621976290642837,0.918038164426441,0.040875304577371,0.9180379779484604,0.1174210613401776,0.0630838244099315,0.9165060007024922,0.0406463527652693,0.9165050285926672,E:\ML_Models_EXFOR\KNN_B4\k5_distance_manhattan_minmax_one_hot_B4_v1\k5_distance_manhattan_minmax_one_hot_B4_v1.joblib,14701.533427000046,E:\ML_Models_EXFOR\KNN_B4\k5_distance_manhattan_minmax_one_hot_B4_v1\scaler.pkl,k5_distance_manhattan_minmax_one_hot_B4_v1
9,manhattan,one_hot,minmax,0.0258673778709062,0.0109651442559267,0.9857775933777708,0.0,0.9857775863016964,0.1160014306804113,0.0611489166595757,0.9189452676219616,0.0409179970815348,0.9189437307977738,0.1156208221311612,0.0599619394134465,0.9213496674274422,0.0409649881532335,0.9213496627787376,E:\ML_Models_EXFOR\KNN_B4\k9_distance_manhattan_minmax_one_hot_B4_v1\k9_distance_manhattan_minmax_one_hot_B4_v1.joblib,16173.738119602203,E:\ML_Models_EXFOR\KNN_B4\k9_distance_manhattan_minmax_one_hot_B4_v1\scaler.pkl,k9_distance_manhattan_minmax_one_hot_B4_v1
17,manhattan,one_hot,minmax,0.0258485545071524,0.0108736635485232,0.9859031399702266,0.0,0.9859031396086074,0.1162696036984264,0.05888379919844,0.920955076798516,0.0424815985009305,0.9209550160284116,0.1157383777453609,0.0592738953270256,0.9210902626235626,0.0420774184687453,0.9210900755231493,E:\ML_Models_EXFOR\KNN_B4\k17_distance_manhattan_minmax_one_hot_B4_v1\k17_distance_manhattan_minmax_one_hot_B4_v1.joblib,19919.273445129395,E:\ML_Models_EXFOR\KNN_B4\k17_distance_manhattan_minmax_one_hot_B4_v1\scaler.pkl,k17_distance_manhattan_minmax_one_hot_B4_v1
2,manhattan,one_hot,minmax,0.0275731637889262,0.0136073715779593,0.9824418982745082,0.0,0.9824418417241148,0.1248792609734692,0.0706088239178761,0.9082446021042724,0.0416179542417049,0.908239291661211,0.1254245417510767,0.0729858345677185,0.9052408613974546,0.0416962521396475,0.9052384013601804,E:\ML_Models_EXFOR\KNN_B4\k2_distance_manhattan_minmax_one_hot_B4_v1\k2_distance_manhattan_minmax_one_hot_B4_v1.joblib,14621.736410856249,E:\ML_Models_EXFOR\KNN_B4\k2_distance_manhattan_minmax_one_hot_B4_v1\scaler.pkl,k2_distance_manhattan_minmax_one_hot_B4_v1
14,manhattan,one_hot,minmax,0.0258454897828375,0.0109217221204256,0.9858391285521908,0.0,0.9858391278620884,0.1152743032089772,0.0583123525949468,0.9223283217944196,0.0415510167743331,0.9223280281435288,0.1161347981680337,0.0591388229846638,0.921517473951938,0.0418451864967603,0.9215161609771196,E:\ML_Models_EXFOR\KNN_B4\k14_distance_manhattan_minmax_one_hot_B4_v1\k14_distance_manhattan_minmax_one_hot_B4_v1.joblib,15734.9463160038,E:\ML_Models_EXFOR\KNN_B4\k14_distance_manhattan_minmax_one_hot_B4_v1\scaler.pkl,k14_distance_manhattan_minmax_one_hot_B4_v1
6,manhattan,one_hot,minmax,0.0260220331287163,0.0112104950001652,0.9854596937584684,0.0,0.9854596937496952,0.1165187444840424,0.061432715460043,0.9188648543267728,0.040801211930282,0.9188647948524056,0.1166563880996516,0.0623224638008278,0.9173114053301976,0.0404735255127265,0.9173106647509944,E:\ML_Models_EXFOR\KNN_B4\k6_distance_manhattan_minmax_one_hot_B4_v1\k6_distance_manhattan_minmax_one_hot_B4_v1.joblib,15004.379955530168,E:\ML_Models_EXFOR\KNN_B4\k6_distance_manhattan_minmax_one_hot_B4_v1\scaler.pkl,k6_distance_manhattan_minmax_one_hot_B4_v1
10,manhattan,one_hot,minmax,0.0258489504094202,0.0109373902251684,0.985814370478968,0.0,0.9858143608205332,0.115939792513391,0.0609407580632522,0.919142806295248,0.0410738240136041,0.91914156825446,0.1155112899745722,0.0596915870756789,0.9216415280043596,0.041247166542992,0.9216415027831316,E:\ML_Models_EXFOR\KNN_B4\k10_distance_manhattan_minmax_one_hot_B4_v1\k10_distance_manhattan_minmax_one_hot_B4_v1.joblib,15016.388532876968,E:\ML_Models_EXFOR\KNN_B4\k10_distance_manhattan_minmax_one_hot_B4_v1\scaler.pkl,k10_distance_manhattan_minmax_one_hot_B4_v1
3,manhattan,one_hot,minmax,0.0266129673790207,0.0121125656158408,0.9843313709930626,0.0,0.9843313336684226,0.1207418377544797,0.0652379989018099,0.9145944135850288,0.0413780640411201,0.914590516771568,0.1212628906785361,0.0676729979254023,0.9115038401862148,0.0415335787889927,0.9115019864118136,E:\ML_Models_EXFOR\KNN_B4\k3_distance_manhattan_minmax_one_hot_B4_v1\k3_distance_manhattan_minmax_one_hot_B4_v1.joblib,14902.002054929731,E:\ML_Models_EXFOR\KNN_B4\k3_distance_manhattan_minmax_one_hot_B4_v1\scaler.pkl,k3_distance_manhattan_minmax_one_hot_B4_v1
