epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,0.164439759243296,0.2531697,0.16443966,0.14093358464467381,0.2326675,0.14093348
1,0.13443860611999087,0.22723114,0.1344386,0.12701971088820704,0.21831715,0.12701984
2,0.12925731074346147,0.22129305,0.12925728,0.12430687945910578,0.21745153,0.12430692
3,0.12419460487432461,0.21636952,0.12419444,0.12285532463935567,0.22483468,0.122855395
4,0.11931653934854962,0.21139972,0.11931663,0.11526142705120393,0.20631586,0.115261465
5,0.12095683412923097,0.21099201,0.12095686,0.12286226548262948,0.21493037,0.1228623
6,0.12090938604806413,0.21174756,0.1209093,0.11963575756611444,0.21013612,0.11963576
7,0.12265954554799957,0.21160723,0.122659594,0.11598269371812743,0.20708345,0.115982644
8,0.13545844696595363,0.21159114,0.13545857,0.11441682378557867,0.20534243,0.114416756
9,0.1182795771298743,0.20497707,0.11827986,0.1143569057725974,0.20696138,0.11435689
10,0.11362693473499547,0.2038801,0.11362691,0.11428105600421742,0.205965,0.11428111
11,0.11385793766662997,0.20366071,0.11385806,0.11112725451858395,0.20140083,0.11112731
12,0.11757125608370066,0.20366715,0.11757143,0.10982632407100709,0.20005198,0.10982631
13,0.11176325150168405,0.20206046,0.11176343,0.10903070641946086,0.19878854,0.10903072
14,0.11569322083637414,0.20234892,0.1156932,0.11164932484870574,0.2003567,0.11164931
15,0.1126079411534056,0.20057386,0.112607814,0.11032141424978606,0.19967343,0.110321395
16,0.11778073498480311,0.20218049,0.11778056,0.11091242340571594,0.1995068,0.11091237
17,0.11136600327628388,0.20097932,0.11136605,0.10947623728945484,0.199811,0.10947624
18,0.11530847091235645,0.20171061,0.115308404,0.11673891462833927,0.20665735,0.116738856
19,0.13430750390042545,0.20166792,0.13430755,0.10786209261065893,0.19689216,0.10786209
20,0.10806923852355986,0.1980489,0.108069025,0.10722779651005693,0.19655302,0.10722778
21,0.10899498213517518,0.19888066,0.10899481,0.10896604740266028,0.19781233,0.108966015
22,0.10827214467906492,0.19813818,0.10827219,0.10728115305707839,0.19622687,0.10728115
23,0.10842180297837462,0.19822475,0.108421706,0.10965789968397495,0.19786286,0.109657876
24,0.10940358493839492,0.19707666,0.109403364,0.1078522757253083,0.2032103,0.10785226
25,0.10428337541301896,0.1930347,0.104283504,0.10408250211088177,0.19299987,0.104082555
26,0.12614360929143964,0.19433984,0.12614374,0.10376898012665813,0.19251862,0.10376891
27,0.10347208897191248,0.19273245,0.10347232,0.10670247500555458,0.1972763,0.10670247
28,0.11374521461107755,0.19284487,0.113745056,0.1016873217633479,0.1915398,0.10168727
29,0.13428463156378995,0.19345663,0.1342845,0.10550142959576678,0.19329618,0.10550141
30,0.10273888862501752,0.19154403,0.10273881,0.10256381470694681,0.19091183,0.102563806
31,0.10278672231866738,0.19171718,0.10278656,0.10350995864804845,0.19254032,0.10350985
32,0.10299965062456595,0.1914442,0.102999866,0.10283742962802277,0.19409467,0.10283739
33,0.10235960857668586,0.19142997,0.10235965,0.10444288732692204,0.19744684,0.10444293
34,0.1018237749059881,0.19052063,0.10182383,0.1027798274907116,0.19567433,0.10277984
35,0.101066505343055,0.18965475,0.10106651,0.10213387658091837,0.19038652,0.10213387
36,0.11004407854327837,0.18988591,0.11004403,0.1015918556294319,0.1916172,0.1015919
37,0.1004261715370501,0.18888901,0.10042609,0.09984177931837834,0.18748684,0.099841826
38,0.10019478161743285,0.18853112,0.100194894,0.1011603103009448,0.18983148,0.1011603
39,0.10152141424348592,0.18928953,0.10152146,0.09969455987533773,0.18635534,0.09969455
40,0.10071612895017877,0.18851681,0.10071658,0.10036841620803912,0.18816018,0.10036838
41,0.10022719485186923,0.18826877,0.100227095,0.0992929496184012,0.18623331,0.099293046
42,0.10055522711442645,0.18823895,0.10055519,0.1008540126154797,0.18951079,0.10085403
43,0.10820214321001347,0.18599394,0.10820186,0.09873438229759997,0.18469205,0.09873439
44,0.10568932639259519,0.18505614,0.10568943,0.09647041377506568,0.1830668,0.09647038
45,0.09791051924088019,0.18470314,0.09791054,0.09722974456171411,0.18303965,0.097229734
46,0.09761898080705735,0.18485916,0.0976192,0.09747818978157793,0.18500406,0.0974782
47,0.10225705502216667,0.1855074,0.10225712,0.09739294085581969,0.185661,0.0973929
48,0.10275876704818443,0.1850019,0.10275879,0.09775664740509547,0.18391597,0.097756624
49,0.10950809090977122,0.18736853,0.109508045,0.0994647501623352,0.18708247,0.09946476
50,0.0987568551927823,0.18615767,0.09875675,0.09779375980073365,0.18535462,0.097793706
51,0.09721472686880235,0.18397267,0.09721481,0.09864459985625311,0.18478924,0.09864462
52,0.09702807520783495,0.18386106,0.09702821,0.1003457089377367,0.18654734,0.10034579
53,0.09781191745003447,0.18462458,0.0978118,0.09666846552738517,0.18252824,0.0966685
54,0.09647717968059769,0.18351203,0.09647736,0.09933987875560453,0.1871352,0.09933989
55,0.09615013637214179,0.18295637,0.09615008,0.09696490816113598,0.18319911,0.0969649
56,0.09608131300534078,0.18302113,0.09608138,0.09524114630894258,0.18146013,0.09524116
57,0.09608390248540453,0.18306236,0.09608333,0.09591522776251477,0.18250175,0.09591527
58,0.0959854431325667,0.18271257,0.09598545,0.09546380751905542,0.18162036,0.095463745
59,0.095430213430355,0.18205225,0.09543021,0.09515495007771876,0.18190362,0.09515498
60,0.0955331488509142,0.18221179,0.095533274,0.10486528472954308,0.19445254,0.1048652
61,0.09532888717294824,0.18191922,0.095329024,0.09542831220700976,0.1812003,0.095428325
62,0.09520136794270097,0.18177648,0.0952014,0.09549249119043009,0.1818926,0.09549248
63,0.09569658617649644,0.1823862,0.09569654,0.0987455179637611,0.19002753,0.09874544
64,0.09559975496033313,0.18244416,0.09559976,0.09530706936791214,0.18305004,0.095307074
65,0.0951814594950588,0.18195055,0.09518141,0.09471125793640792,0.18136847,0.094711244
66,0.09789116161755525,0.18344359,0.097890966,0.09616067039750771,0.1837557,0.09616064
67,0.09422721966630394,0.18056346,0.09422705,0.09494433468559947,0.1807757,0.09494434
68,0.09436257044155655,0.18074395,0.094362505,0.09360984566382712,0.17901835,0.09360985
69,0.09553723374999562,0.18200086,0.09553731,0.09627143551943343,0.18270732,0.09627138
70,0.0945517488367562,0.18087338,0.094551854,0.09472259852758992,0.18036886,0.0947226
71,0.09412094269149236,0.18031101,0.09412098,0.09448919577799283,0.18120377,0.09448917
72,0.09392601496300791,0.18009545,0.09392598,0.0943178296945653,0.1810732,0.09431781
73,0.09391280491256747,0.1801096,0.0939128,0.09510634234611895,0.1813112,0.09510635
74,0.09366003324086068,0.1798276,0.09366018,0.09339767239879677,0.17908163,0.09339772
75,0.09332708757391567,0.17949326,0.09332714,0.09244780547597713,0.17754321,0.09244784
76,0.09312611869572798,0.17916608,0.093125954,0.09395602070538098,0.17930242,0.09395603
77,0.09312809141799552,0.17922653,0.09312809,0.09569506439415794,0.18226747,0.095695026
78,0.09302288359906574,0.17912565,0.09302303,0.09312468087813144,0.17920066,0.09312467
79,0.09728769054490032,0.18058476,0.097287655,0.09524305400880369,0.18136601,0.0952431
80,0.09334107985177646,0.17915131,0.093340755,0.09332209076629343,0.17925195,0.093322046
81,0.0929866594980416,0.17904697,0.09298665,0.09302690376570955,0.17963335,0.09302688
82,0.09373610707410347,0.17964369,0.09373608,0.09354448019291912,0.1792711,0.093544506
83,0.09346210978547369,0.17919585,0.093461916,0.09392733979263976,0.17890818,0.09392737
84,0.09294022649280678,0.17872114,0.09294021,0.09274809623377835,0.17861749,0.092748076
85,0.09266815642679604,0.17833027,0.092668064,0.09306135460980984,0.17851423,0.09306142
86,0.09436924454526142,0.18028839,0.0943693,0.09421906322855145,0.18081729,0.09421903
87,0.09302711907458443,0.17901835,0.09302724,0.0933365018923358,0.1792859,0.09333647
88,0.09442008582304326,0.1803469,0.09441987,0.09419638819913749,0.18024762,0.09419641
89,0.09306848090327499,0.17904022,0.09306831,0.09398867944023434,0.17898001,0.09398871
90,0.0927541970842142,0.1786955,0.092754364,0.09310965666416876,0.17872082,0.09310962
91,0.09292184751234148,0.17896405,0.092921704,0.09329210872541385,0.17955092,0.09329207
92,0.12121406127945815,0.17846996,0.12121416,0.09218122253590974,0.17845704,0.09218124
93,0.09191954484726443,0.17774667,0.09191943,0.09310133953880308,0.17816196,0.09310139
94,0.09200825729635588,0.17787951,0.092008315,0.09284264402765736,0.17928168,0.09284259
95,0.09272939752096258,0.17831786,0.092729695,0.09247495437760632,0.1785917,0.09247495
96,0.09176580211175941,0.17747453,0.091765866,0.09205512004682594,0.17767918,0.092055164
97,0.09177390653316113,0.17740896,0.091773875,0.0928871802811612,0.17799456,0.09288719
98,0.09166832786198381,0.17748526,0.09166834,0.09161335400635605,0.17648517,0.091613345
99,0.09163444985810806,0.17755525,0.09163422,0.09180008679229512,0.17830808,0.09180007
100,0.09160499178132665,0.17720965,0.09160493,0.0929178971294869,0.17902432,0.09291791
101,0.09142544670694638,0.17701504,0.091425374,0.09138887787407257,0.17740294,0.09138889
102,0.09130000109978785,0.17688525,0.09130005,0.09155002472566193,0.17662567,0.09155001
103,0.09192120401921279,0.17685165,0.09192109,0.09137932587673839,0.17605093,0.09137934
104,0.09104191280509484,0.17661972,0.091041945,0.09310899522782526,0.17918155,0.093108945
105,0.0909936273188531,0.17653963,0.09099379,0.09130269276463317,0.17640619,0.09130269
106,0.09080101696004496,0.17642999,0.09080122,0.09116792287718703,0.1758866,0.09116792
107,0.0908761117626549,0.17643306,0.090876155,0.09198172506958366,0.17774479,0.09198176
108,0.09058902088577289,0.1762028,0.09058893,0.09111286676801818,0.17684148,0.091112815
109,0.09074498847161074,0.17615193,0.09074494,0.0914118432704676,0.17489554,0.091411896
110,0.09071134107926389,0.17618158,0.0907112,0.09091986129522793,0.17589124,0.09091987
111,0.09069078673060085,0.17603607,0.09069089,0.09185602353097731,0.17788386,0.091855995
112,0.09063632013964722,0.1760132,0.0906364,0.09080497609259884,0.17486924,0.09080503
113,0.09048436560518251,0.17591953,0.0904845,0.09050077168507879,0.17481104,0.090500824
114,0.09054192149032164,0.17582995,0.09054191,0.09043071105655123,0.17613156,0.090430744
115,0.09040566535394845,0.17578022,0.09040548,0.09049332881814984,0.1755368,0.09049339
116,0.0904076336280928,0.17568293,0.09040765,0.09101328263361408,0.17611304,0.091013335
117,0.09067677915689984,0.17602049,0.09067662,0.09055602527402981,0.174702,0.090555966
118,0.09050373073961764,0.17596708,0.09050383,0.09060274870184692,0.17610192,0.09060276
119,0.09012347525700885,0.1755775,0.09012355,0.09043803500576801,0.17517126,0.090438075
120,0.09027208628058599,0.17575799,0.090272024,0.09054836245939112,0.17570114,0.09054837
121,0.09072306271498276,0.17579183,0.090722986,0.09196470477309727,0.17704356,0.091964684
122,0.09048539578414655,0.1757889,0.09048547,0.09111256270046238,0.17564277,0.09111253
123,0.09073599002355516,0.1759432,0.09073597,4.384660856698019,0.1817129,4.3846626
124,0.23702832358932982,0.17535062,0.2370281,0.0899142804393391,0.17490575,0.08991422
125,0.08925922281630758,0.17446719,0.089259095,0.0899460887320617,0.17523283,0.08994614
126,0.08986292511750141,0.17530632,0.08986296,0.09134664402002288,0.17618583,0.091346644
127,0.09012140545913667,0.17564264,0.09012151,0.0903173394164226,0.17499535,0.09031732
128,0.09028614078875775,0.17570873,0.090286344,0.09262201141828903,0.18231314,0.09262207
129,0.08985651281856191,0.17513362,0.0898567,0.09050564902780119,0.17525904,0.09050568
130,0.08988758634844776,0.17512809,0.08988765,0.0900405037683199,0.17382587,0.09004042
131,0.08959352162212607,0.17475866,0.089593515,0.09058092283652007,0.1750559,0.09058093
132,0.08996776248895424,0.17512147,0.08996787,0.08992351168599573,0.17451183,0.0899235
133,0.08959354194310916,0.17488357,0.089593254,0.09046570893628357,0.17518154,0.09046575
134,0.08989258522949542,0.17558084,0.0898925,0.09041261552736922,0.17576098,0.09041258
135,0.089931256191699,0.17554343,0.08993125,0.09170130472756019,0.1805423,0.09170129
