N,Z,O,Mass_Excess,dMass_Excess,Binding_Energy,dBinding_Energy,B_Decay_Energy,dB_Decay_Energy,Atomic_Mass_Micro,dAtomic_Mass_Micro,S(2n),dS(2n),S(2p),dS(2p),Q(a),dQ(a),Q(2B-),dQ(2B-),Q(ep),dQ(ep),Q(B-n),dQ(B-n),A,EL,S(n),dS(n),S(p),dS(p),Q(4B-),dQ(4B-),"Q(d,a)","dQ(d,a)","Q(p,a)","dQ(p,a)","Q(n,a)","dQ(n,a)","Q(g,p)","Q(g,n)","Q(g,pn)","Q(g,d)","Q(g,t)","Q(g,He3)","Q(g,2p)","Q(g,2n)","Q(g,a)","Q(p,n)","Q(p,2p)","Q(p,pn)","Q(p,d)","Q(p,2n)","Q(p,t)","Q(p,3He)","Q(n,2p)","Q(n,np)","Q(n,d)","Q(n,2n)","Q(n,t)","Q(n,3He)","Q(d,t)","Q(d,3He)","Q(3He,t)","Q(3He,a)","Q(t,a)",Neutrons,Mass_Number
56,31,x,-29250.0,500.0,8129.0,6.0,14828.0,583.0,86968599.0,537.0,5543.0,582.0,16922.283103448273,148.36206896551724,-6501.139677419355,165.74516129032256,26368.0,500.0,-8907.006785714286,147.225,12079.0,665.0,87,Ga,3242.0,640.0,7330.837096774194,114.56548387096774,44642.0,500.0,6691.0,707.0,7544.0,640.0,2494.315666666667,154.09733333333332,-7330.837096774194,-3242.0,-19380.0939,-17155.5279,-12269.8649,-18083.30373333333,-16922.283103448273,-5543.0,-6501.139677419355,14045.6535,-7330.837096774194,-3242.0,-1017.4340000000003,11296.6535,2938.7949000000012,-11662.053500000002,-8124.660285714286,-7330.837096774194,-5106.271096774194,-3242.0,-10898.298900000002,-9204.242703448277,3015.2290000000007,-1837.3626967741939,14809.408000000001,17335.6194,12483.027803225807,56,87
55,32,x,-44078.0,300.0,8290.0,3.0,11540.0,300.0,86952680.0,322.0,7098.0,300.0,33426.0,583.0,-10213.0,424.0,22348.0,300.0,-9077.803103448277,109.48551724137933,6813.0,300.0,87,Ge,2750.0,531.0,17288.0,500.0,36631.0,300.0,6482.0,423.0,4873.0,361.0,-6502.0,500.0,-17288.0,-2750.0,-19589.0939,-17364.5279,-14940.8649,-27079.6194,-33426.0,-7098.0,-10213.0,10757.6535,-17288.0,-2750.0,-525.4340000000002,6030.6535,1383.7949000000006,-11871.053500000002,-8295.456603448276,-17288.0,-15063.434,-2750.0,-11107.298900000002,-25707.9596,3507.2290000000007,-11794.5256,11521.408000000001,17827.6194,2525.8649000000005,55,87
54,33,x,-55617.907,2.985,8413.851,0.034,10808.218,3.7260000000000004,86940291.718,3.204,8571.4,4.28,30347.0,298.0,-8785.7,3.96,18273.77,4.35,-28827.0,400.0,6813.94,3.9,87,As,4727.08,4.56,13506.96,437.81,28979.88,2.98,8216.32,4.77,7394.58,4.35,-5884.0,200.0,-13506.96,-4727.08,-17854.7739,-15630.2079,-12419.2849,-26461.6194,-30347.0,-8571.4,-8785.7,10025.8715,-13506.96,-4727.08,-2502.514,6031.5935,-89.60509999999886,-10136.733500000002,-28044.6535,-13506.96,-11282.393999999998,-4727.08,-9372.978900000002,-22628.9596,1530.1490000000006,-8013.485599999999,10789.626,15850.5394,6306.904900000001,54,87
53,34,x,-66426.125,2.241,8529.091,0.026,7465.552,3.877,86928688.61799999,2.405,10155.12,3.44,27880.65,4.35,-7874.61,3.3,14283.4,2.25,-24315.17,437.81,1134.81,3.8,87,Se,3994.28,3.37,14752.95,4.11,18453.94,2.24,7473.83,3.8,4291.49,3.88,-2631.3,3.88,-14752.95,-3994.28,-18597.2639,-16372.6979,-15522.3749,-23208.9194,-27880.65,-10155.12,-7874.61,6683.2055,-14752.95,-3994.28,-1769.7140000000006,352.4634999999999,-1673.3251,-10879.223500000002,-23532.8235,-14752.95,-12528.384000000002,-3994.28,-10115.468900000002,-20162.609600000003,2262.949,-9259.475600000002,7446.96,16583.3394,5060.9149,53,87
52,35,2p-n,-73891.67599999999,3.1710000000000003,8605.91,0.036000000000000004,6817.845,3.181,86920674.01799999,3.404,11458.84,4.41,25280.47,4.41,-6647.27,4.22,10706.11,3.17,-22218.5,4.68,1302.67,3.17,87,Br,6330.74,4.41,10677.48,4.04,9126.7,3.37,9232.77,4.1,6920.1,3.72,-2391.71,4.48,-10677.48,-6330.74,-16838.3239,-14613.7579,-12893.7649,-22969.3294,-25280.47,-11458.84,-6647.27,6035.4985000000015,-10677.48,-6330.74,-4106.174,520.3235000000002,-2977.0450999999994,-9120.2835,-21436.1535,-10677.48,-8452.914,-6330.74,-8356.528900000001,-17562.429600000003,-73.51099999999951,-5184.0056,6799.2530000000015,14246.8794,9136.3849,52,87
51,36,-n,-80709.522,0.246,8675.283000000001,0.003,3888.2690000000002,0.24600000000000002,86913354.759,0.264,15371.83,2.02,22873.83,2.62,-7793.91,3.05,4170.54,0.25,-17495.33,2.53,-6033.85,0.32,87,Kr,5515.17,0.25,12366.24,3.09,-1362.38,4.15,8576.75,3.09,1937.62,25.73,884.6,1.98,-12366.24,-5515.17,-17494.3439,-15269.7779,-17876.2449,-19693.0194,-22873.83,-15371.83,-7793.91,3105.9225,-12366.24,-5515.17,-3290.6040000000007,-6816.1965,-6890.035099999999,-9776.303500000002,-16712.983500000002,-12366.24,-10141.674,-5515.17,-9012.548900000002,-15155.789600000002,742.0590000000003,-6872.7656,3869.677,15062.4494,7447.624900000002,51,87
50,37,Other,-84597.791,0.006,8710.983,0.0,282.275,0.006,86909180.531,0.006,18573.09,0.01,20600.26,3.08,-8009.0,3.79,-1579.41,1.13,-16254.51,3.08,-8146.02,0.01,87,Rb,9922.11,0.2,8621.1,0.01,-10723.3,6.8,7593.35,2.0,2705.6,0.01,-1168.3,25.73,-8621.1,-9922.11,-18477.7439,-16253.1779,-17108.264900000002,-21745.9194,-20600.26,-18573.09,-8009.0,-500.0715,-8621.1,-9922.11,-7697.544000000001,-8928.3665,-10091.2951,-10759.7035,-15472.1635,-8621.1,-6396.5340000000015,-9922.11,-9995.9489,-12882.2196,-3664.881,-3127.6256000000008,263.683,10655.5094,11192.7649,50,87
49,38,Other,-84880.06595,0.0051,8705.235999999999,0.0,-1861.69,1.128,86908877.49615,0.00548,19919.42,2.81,17977.68,2.0,-7314.35,0.01,-5532.93,4.15,-8903.37,0.0,-13668.29,14.14,87,Sr,8428.29,0.01,9422.04,0.2,-17995.26,2.86,7998.07,0.0,-257.05,2.19,3205.67,0.0,-9422.04,-8428.29,-18073.0239,-15848.4579,-20070.9149,-17371.949399999998,-17977.68,-19919.42,-7314.35,-2644.0365,-9422.04,-8428.29,-6203.724000000001,-14450.6365,-11437.625099999996,-10354.983500000002,-8121.023500000001,-9422.04,-7197.474000000001,-8428.29,-9591.228900000002,-10259.6396,-2171.0610000000006,-3928.5656000000013,-1880.282,12149.3294,10391.8249,49,87
48,39,-,-83018.37599999999,1.128,8674.844000000001,0.013,-3671.239,4.296,86910876.10200001,1.21,21318.89,19.0,15428.99,1.13,-6372.66,2.59,-9143.89,6.9,-7560.35,1.15,-13120.68,3.74,87,Y,11806.6,14.19,5784.26,1.13,-25328.33,4.34,8795.71,3.03,2495.25,1.68,2386.99,2.47,-5784.26,-11806.6,-17275.3839,-15050.817900000002,-17318.6149,-18190.6294,-15428.99,-21318.89,-6372.66,-4453.5855,-5784.26,-11806.6,-9582.034,-13903.0265,-12837.0951,-9557.343500000004,-6778.003500000002,-5784.26,-3559.6940000000004,-11806.6,-8793.588900000002,-7710.9496,-5549.371,-290.7856000000002,-3689.8309999999997,8771.0194,14029.6049,48,87
47,40,Other,-79347.137,4.146,8623.654,0.048,-5472.651,7.962999999999999,86914817.339,4.45,22314.58,7.65,12821.8,5.01,-4974.45,7.99,-12462.33,5.03,-2113.02,4.15,-18284.4,6.88,87,Zr,9449.44,5.47,7353.02,14.74,-33827.0,400.0,9205.79,19.41,-588.65,5.97,6948.83,4.33,-7353.02,-9449.44,-16865.3039,-14640.7379,-20402.5149,-13628.7894,-12821.8,-22314.58,-4974.45,-6254.9975,-7353.02,-9449.44,-7224.874000000002,-19066.7465,-13832.7851,-9147.2635,-1330.6735,-7353.02,-5128.4540000000015,-9449.44,-8383.5089,-5103.7595999999985,-3192.211,-1859.5456000000006,-5491.243,11128.1794,12460.8449,47,87
46,41,x,-73874.48599999999,6.8020000000000005,8551.757,0.078,-6989.678000000001,7.377999999999999,86920692.472,7.302,23737.44,7.94,10610.3,20.15,-4093.74,19.83,-16184.44,7.99,-1880.37,15.69,-17835.56,7.76,87,Nb,12811.75,8.74,3194.44,7.68,6647.570357142858,165.8114285714286,10011.51,9.36,2411.25,8.74,5666.35,8.04,-3194.44,-12811.75,-16059.5839,-13835.0179,-17402.6149,-14911.2694,-10610.3,-23737.44,-4093.74,-7772.024499999998,-3194.44,-12811.75,-10587.184,-18617.9065,-15255.645099999998,-8341.543500000002,-1098.0234999999998,-3194.44,-969.8740000000003,-12811.75,-7577.788900000001,-2892.2595999999994,-6554.521,2299.0344,-7008.27,7765.8694,16619.4249,46,87
45,42,Other,-66884.808,2.857,8462.424,0.033,-9194.764000000001,5.073,86928196.201,3.067,25517.69,16.09,8287.56,7.04,-3398.07,7.04,-21365.0,400.0,3795.24,4.57,-23386.0,300.0,87,Mo,10845.88,4.7,5039.72,6.2,6618.1789655172415,146.75827586206896,10105.67,5.0,-802.04,13.35,10183.28,6.2,-5039.72,-10845.88,-15965.4239,-13740.8579,-20615.9049,-10394.3394,-8287.56,-25517.69,-3398.07,-9977.1105,-5039.72,-10845.88,-8621.313999999997,-24168.3465,-17035.895099999998,-8247.383500000002,4577.5864999999985,-5039.72,-2815.1540000000005,-10845.88,-7483.628900000002,-569.5195999999996,-4588.650999999999,453.75439999999986,-9213.356,9731.7394,14774.1449,45,87
44,43,x,-57690.044,4.192,8347.744,0.048,-12170.0,400.0,86938067.187,4.5,27983.0,400.0,5988.31,5.86,-2558.88,150.96,3660.0352941176475,173.81558823529411,4155.04,6.91,-25991.0,400.0,87,Tc,14191.0,300.0,868.77,5.61,6471.660999999999,195.487,10530.51,16.38,1344.0,298.0,9175.08,13.7,-868.77,-14191.0,-15540.5839,-13316.0179,-18469.8649,-11402.5394,-5988.31,-27983.0,-2558.88,-12952.3465,-868.77,-14191.0,-11966.434,-26773.3465,-19501.2051,-7822.5435000000025,4937.3865,-868.77,1355.7959999999996,-14191.0,-7058.788900000001,1729.7303999999995,-7933.771,4624.704400000001,-12188.591999999999,6386.6194,18945.0949,44,87
43,44,x,-45520.0,400.0,8199.0,5.0,529.1989729729728,165.97710810810813,86951132.0,429.0,30713.0,640.0,2588.0,400.0,-1605.0,566.0,3422.8185714285714,157.48314285714287,11301.0,400.0,-7264.908888888889,159.57416666666666,87,Ru,13821.0,565.0,1239.0,500.0,6293.765806451613,167.59870967741938,11041.0,565.0,-2956.0,565.0,14296.0,499.0,-1239.0,-13821.0,-15030.0939,-12805.5279,-22769.8649,-6281.6194,-2588.0,-30713.0,-1605.0,-253.14752702702685,-1239.0,-13821.0,-11596.434,-8047.25538888889,-22231.2051,-7312.053500000003,12083.3465,-1239.0,985.5659999999997,-13821.0,-6548.2989000000025,5130.0404,-7563.771,4254.4744,510.60697297297344,6756.6194,18574.8649,43,87
56,32,x,-40138.0,400.0,8243.0,5.0,10582.0,445.0,87956910.0,429.0,6881.0,593.0,16930.138,114.66966666666667,-10633.0,565.0,23746.0,400.0,-9077.803103448277,109.48551724137933,7409.0,400.0,88,Ge,4131.0,500.0,18177.0,640.0,39553.0,400.0,4652.0,565.0,4575.0,499.0,-9261.0,640.0,-18177.0,-4131.0,-21419.0939,-19194.5279,-15238.8649,-29838.6194,-16930.138,-6881.0,-10633.0,9799.6535,-18177.0,-4131.0,-1906.434,6626.6535,1600.7949000000006,-13701.053500000002,-8295.456603448276,-18177.0,-15952.434,-4131.0,-12937.298900000002,-9212.097600000001,2126.2290000000007,-12683.5256,10563.408000000001,16446.6194,1636.8649000000007,56,88
55,33,x,-50720.0,196.0,8354.0,2.0,13164.0,196.0,87945550.0,210.0,7900.0,196.0,31218.0,445.0,-9057.0,280.0,19996.0,196.0,-28759.0,537.0,7635.0,196.0,88,As,3173.0,196.0,13931.0,358.0,31889.0,196.0,9391.0,480.0,7268.0,196.0,-5224.0,357.0,-13931.0,-3173.0,-16680.0939,-14455.5279,-12545.8649,-25801.6194,-31218.0,-7900.0,-9057.0,12381.6535,-13931.0,-3173.0,-948.4340000000003,6852.6535,581.7949000000008,-8962.053500000002,-27976.6535,-13931.0,-11706.434,-3173.0,-8198.298900000002,-23499.9596,3084.2290000000007,-8437.5256,13145.408000000001,17404.6194,5882.864900000001,55,88
54,34,x,-63884.195,3.357,8495.004,0.038,6831.763000000001,4.613,87931417.491,3.604,9523.66,4.19,29062.22,437.82,-8160.68,4.61,15807.09,4.25,-27095.0,300.0,1936.16,4.61,88,Se,5529.39,4.03,15555.26,4.49,24037.42,3.36,5788.75,4.81,4169.0,4.55,-5114.37,5.01,-15555.26,-5529.39,-20282.3439,-18057.7779,-15644.8649,-25691.9894,-29062.22,-9523.66,-8160.68,6049.4165,-15555.26,-5529.39,-3304.8240000000005,1153.8135000000002,-1041.8650999999988,-12564.303500000002,-26312.6535,-15555.26,-13330.694,-5529.39,-11800.548900000002,-21344.179600000003,727.8389999999998,-10061.7856,6813.170999999999,15048.2294,4258.6049,54,88
53,35,++,-70715.959,3.1710000000000003,8563.747,0.036000000000000004,8975.327,4.106,87924083.29100001,3.404,11226.34,4.41,26331.76,4.68,-7287.31,4.48,11893.04,3.17,-22387.02,4.35,1922.25,3.18,88,Br,4895.6,4.48,11578.8,3.88,13583.06,3.51,10498.01,4.04,6561.73,4.1,-1880.41,4.41,-11578.8,-4895.6,-15573.0839,-13348.5179,-13252.1349,-22458.0294,-26331.76,-11226.34,-7287.31,8192.9805,-11578.8,-4895.6,-2671.034000000001,1139.9035,-2744.5450999999994,-7855.0435000000025,-21604.6735,-11578.8,-9354.234,-4895.6,-7091.288900000001,-18613.7196,1361.629,-6085.325599999999,8956.734999999999,15682.0194,8235.064900000001,53,88
52,36,x,-79691.286,2.608,8656.849,0.03,2917.7090000000003,2.613,87914447.881,2.8,12568.25,2.61,23766.06,3.63,-6168.48,3.26,8230.33,2.61,-20554.13,3.44,-3164.81,2.61,88,Kr,7053.08,2.62,13088.58,4.11,3937.59,6.0,6651.77,4.03,3748.24,4.03,-1631.25,3.69,-13088.58,-7053.08,-19419.3239,-17194.7579,-16065.6249,-22208.8694,-23766.06,-12568.25,-6168.48,2135.3625,-13088.58,-7053.08,-4828.514,-3947.1565,-4086.4550999999988,-11701.2835,-19771.7835,-13088.58,-10864.014,-7053.08,-10937.5289,-16048.0196,-795.8509999999997,-7595.1056,2899.117,13524.5394,6725.2849000000015,52,88
51,37,Other,-82608.995,0.159,8681.115,0.002,5312.6230000000005,0.159,87911315.591,0.171,16004.64,0.26,21554.68,3.07,-7250.83,25.73,1690.02,1.51,-16006.29,3.17,-5800.25,0.16,88,Rb,6082.52,0.16,9188.44,0.29,-6435.41,58.81,11367.48,0.16,3735.39,2.01,1612.88,3.07,-9188.44,-6082.52,-14703.6139,-12479.0479,-16078.4749,-18964.7394,-21554.68,-16004.64,-7250.83,4530.2765,-9188.44,-6082.52,-3857.954000000001,-6582.5965,-7522.845099999999,-6985.573500000002,-15223.9435,-9188.44,-6963.874000000002,-6082.52,-6221.818900000002,-13836.6396,174.70899999999986,-3694.9656,5294.031,14495.0994,10625.4249,51,88
50,38,Other,-87921.61793,0.00558,8732.595,0.0,-3622.6,1.5,87905612.25561,0.00599,19541.16,0.01,19233.89,0.0,-7907.2,0.0,-4292.75,5.4,-14501.07,0.25,-12974.56,1.13,88,Sr,11112.87,0.01,10612.8,0.01,-15235.07,3.82,5536.18,0.2,-890.23,0.01,-794.89,2.0,-10612.8,-11112.87,-20534.9139,-18310.3479,-20704.0949,-21372.5094,-19233.89,-19541.16,-7907.2,-4404.9465,-10612.8,-11112.87,-8888.304,-13756.9065,-11059.3651,-12816.873500000003,-13718.7235,-10612.8,-8388.234,-11112.87,-12053.1189,-11515.8496,-4855.641000000001,-5119.325599999999,-3641.192,9464.7494,9201.0649,50,88
49,39,-,-84299.01800000001,1.5,8682.539,0.017,-670.1469999999999,5.608,87909501.27600001,1.61,21158.56,14.22,16129.97,1.51,-6964.97,2.66,-8125.43,58.83,-6990.2,1.5,-13023.2,4.41,88,Y,9351.96,1.88,6707.92,1.5,-22617.7,149.05,10934.88,1.5,1668.32,3.19,3514.71,1.5,-6707.92,-9351.96,-15136.2139,-12911.647900000002,-18145.5449,-17062.9094,-16129.97,-21158.56,-6964.97,-1452.4935,-6707.92,-9351.96,-7127.393999999998,-13805.5465,-12676.7651,-7418.173500000003,-6207.8535,-6707.92,-4483.354,-9351.96,-6654.418900000002,-8411.9296,-3094.730999999999,-1214.4456,-688.7389999999999,11225.6594,13105.9449,49,88
48,40,Other,-83628.871,5.403,8666.033000000001,0.061,-7455.284000000001,58.886,87910220.70899999,5.8,21802.49,6.47,13683.72,5.4,-5404.22,5.54,-10942.33,6.62,-6037.78,5.4,-17825.7,8.68,88,Zr,12353.05,6.81,7899.47,5.52,-29289.0,300.0,6365.02,15.14,-922.69,19.72,3120.81,6.09,-7899.47,-12353.05,-19706.0739,-17481.5079,-20736.5549,-17456.8094,-13683.72,-21802.49,-5404.22,-8237.6305,-7899.47,-12353.05,-10128.484,-18608.0465,-13320.6951,-11988.0335,-5255.4335,-7899.47,-5674.904,-12353.05,-11224.2789,-5965.6796,-6095.820999999999,-2405.9956,-7473.875999999998,8224.5694,11914.3949,48,88
47,41,Other,-76173.586,58.81,8572.424,0.6679999999999999,-3487.042,58.933,87918224.287,63.13399999999999,23182.17,59.07,11468.44,60.49,-4704.07,58.97,-14492.27,160.22,-444.18,58.82,-17360.1,58.88,88,Nb,10370.42,59.2,4115.42,58.96,-39313.0,404.0,12506.23,58.92,1865.66,59.16,7314.94,61.79,-4115.42,-10370.42,-13564.8639,-11340.2979,-17948.2049,-13262.6794,-11468.44,-23182.17,-4704.07,-4269.3885,-4115.42,-10370.42,-8145.854,-18142.4465,-14700.375099999996,-5846.823500000002,338.1665,-4115.42,-1890.8540000000007,-10370.42,-5083.068900000002,-3750.399600000001,-4113.191,1378.0544,-3505.634,10207.1994,15698.4449,47,88
46,42,x,-72686.54400000001,3.819,8523.908000000001,0.043,-11005.229,149.088,87921967.781,4.1,24718.93,5.34,9295.47,5.22,-3689.77,6.69,-18347.0,300.0,-628.38,5.64,-23067.82,5.67,88,Mo,13873.05,4.77,6101.03,7.8,6618.1789655172415,146.75827586206896,7158.32,6.69,-1542.81,5.6,6135.05,7.48,-6101.03,-13873.05,-18912.7739,-16688.2079,-21356.6749,-14442.5694,-9295.47,-24718.93,-3689.77,-11787.5755,-6101.03,-13873.05,-11648.483999999999,-23850.1665,-16237.1351,-11194.733500000002,153.9665,-6101.03,-3876.4640000000004,-13873.05,-10430.978900000002,-1577.4295999999995,-7615.820999999999,-607.5555999999998,-11023.821000000002,6704.5694,13712.834900000002,46,88
45,43,x,-61681.315,149.039,8389.958,1.694,-7342.0,335.0,87933782.381,160.0,26254.0,335.0,7125.2,149.14,-2887.51,149.61,-24821.0,426.0,4904.2,149.19,-24232.0,426.0,88,Tc,12062.59,149.1,2085.48,149.07,6471.660999999999,195.487,13139.74,149.09,692.49,149.88,10244.76,149.1,-2085.48,-12062.59,-12931.3539,-10706.7879,-19121.3749,-10332.8594,-7125.2,-26254.0,-2887.51,-8124.3465,-2085.48,-12062.59,-9838.024,-25014.3465,-17772.2051,-5213.313500000002,5686.5465,-2085.48,139.08599999999979,-12062.59,-4449.558900000002,592.8404,-5805.361,3407.9944,-7360.592,8515.0294,17728.3849,45,88
44,44,x,-54340.0,300.0,8298.0,3.0,-17479.0,500.0,87941664.0,322.0,30712.0,500.0,4807.0,300.0,-2594.0,423.0,3422.8185714285714,157.48314285714287,5256.0,300.0,-7264.908888888889,159.57416666666666,88,Ru,16891.0,500.0,3939.0,300.0,6293.765806451613,167.59870967741938,7941.0,424.0,-3626.0,500.0,8817.0,300.0,-3939.0,-16891.0,-18130.0939,-15905.5279,-23439.8649,-11760.6194,-4807.0,-30712.0,-2594.0,-18261.3465,-3939.0,-16891.0,-14666.434,-8047.25538888889,-22230.2051,-10412.053500000002,6038.3465,-3939.0,-1714.4340000000002,-16891.0,-9648.298900000002,2911.0404,-10633.771,1554.4744,-17497.592,3686.6194,15874.8649,44,88
43,45,x,-36860.0,400.0,8090.0,5.0,2899.259236842105,173.8445,87960429.0,429.0,15842.890526315789,174.88421052631577,-132.0,500.0,-1585.0,565.0,3270.7341666666666,168.65583333333336,13541.0,400.0,-4971.566756756757,169.92405405405407,88,Rh,7998.750512820513,183.2846153846154,-1371.0,565.0,6052.260625,180.35125,13621.0,565.0,-1046.0,640.0,14636.0,565.0,1371.0,-7998.750512820513,-12450.0939,-10225.5279,-20859.8649,-5941.6194,132.0,-15842.890526315789,-1585.0,2116.9127368421055,1371.0,-7998.750512820513,-5774.184512820512,-5753.913256756757,-7361.095626315789,-4732.053500000002,14323.3465,1371.0,3595.566,-7998.750512820513,-3968.298900000001,7850.0404,-1741.5215128205127,6864.4744,2880.667236842106,12578.868887179488,21184.8649,43,88
57,32,x,-33729.0,400.0,8169.0,4.0,13069.0,499.0,88963790.0,429.0,5794.0,500.0,16930.138,114.66966666666667,-10924.0,640.0,25263.0,400.0,-9077.803103448277,109.48551724137933,8919.0,445.0,89,Ge,1663.0,565.0,9514.049032258064,128.68387096774194,42806.0,400.0,6231.0,640.0,5214.0,565.0,2545.3787096774195,123.42548387096774,-9514.049032258064,-1663.0,-19840.0939,-17615.5279,-14599.8649,-18032.240690322582,-16930.138,-5794.0,-10924.0,12286.6535,-9514.049032258064,-1663.0,561.5659999999998,8136.6535,2687.794900000001,-12122.053500000002,-8295.456603448276,-9514.049032258064,-7289.483032258064,-1663.0,-11358.298900000002,-9212.097600000001,4594.229,-4020.574632258065,13050.408000000001,18914.6194,10299.815867741936,57,89
56,33,x,-46798.0,298.0,8307.0,3.0,12194.0,298.0,88949760.0,320.0,7323.0,298.0,32126.0,582.0,-9374.0,422.0,21476.0,298.0,-8250.758965517241,109.31965517241377,9015.0,298.0,89,As,4150.0,357.0,13949.0,499.0,34914.0,298.0,7991.0,423.0,7466.0,530.0,-7072.0,499.0,-13949.0,-4150.0,-18080.0939,-15855.5279,-12347.8649,-27649.6194,-32126.0,-7323.0,-9374.0,11411.6535,-13949.0,-4150.0,-1925.434,8232.6535,1158.7949000000008,-10362.053500000002,-7468.412465517242,-13949.0,-11724.434,-4150.0,-9598.298900000002,-24407.9596,2107.2290000000007,-8455.5256,12175.408000000001,16427.6194,5864.864900000001,56,89
55,34,x,-58992.391,3.729,8435.279,0.042,9281.872,4.9510000000000005,88936669.059,4.003,8708.9,4.35,29492.0,300.0,-8293.89,5.27,17543.39,4.3,-26143.0,400.0,3652.25,4.89,89,Se,3179.51,5.01,15562.0,196.0,27216.63,3.73,7336.32,4.77,4833.81,5.08,-3946.07,437.82,-15562.0,-3179.51,-18734.7739,-16510.2079,-14980.0549,-24523.6894,-29492.0,-8708.9,-8293.89,8499.5255,-15562.0,-3179.51,-954.9440000000003,2869.9035,-227.10509999999888,-11016.733500000002,-25360.6535,-15562.0,-13337.434,-3179.51,-10252.978900000002,-21773.9596,3077.719,-10068.5256,9263.28,17398.1094,4251.864900000001,55,89
54,35,x,-68274.26299999999,3.264,8530.779,0.037000000000000005,8261.521999999999,3.904,88926704.559,3.504,10525.22,4.55,27234.3,4.42,-7510.03,4.48,13438.13,6.33,-24843.0,196.0,3345.71,4.18,89,Br,5629.62,4.55,11679.04,4.68,19434.09,3.64,8862.67,3.95,7092.96,4.12,-3665.72,4.74,-11679.04,-5629.62,-17208.4239,-14983.8579,-12720.9049,-24243.3394,-27234.3,-10525.22,-7510.03,7479.175500000001,-11679.04,-5629.62,-3405.054,2563.3635,-2043.4250999999986,-9490.383500000002,-24060.6535,-11679.04,-9454.474000000002,-5629.62,-8726.628900000003,-19516.2596,627.6090000000004,-6185.565600000001,8242.93,14947.9994,8134.8249,54,89
53,36,x,-76535.785,2.142,8614.815,0.024,5176.604,5.834,88917835.45,2.3,11968.9,2.16,24687.6,3.1,-6547.06,3.38,9673.23,2.14,-19940.56,3.98,-1998.11,2.15,89,Kr,4915.82,3.38,13108.8,3.83,8339.78,3.75,8066.7,3.83,3960.52,3.75,-386.22,3.31,-13108.8,-4915.82,-18004.3939,-15779.8279,-15853.3449,-20963.8394,-24687.6,-11968.9,-6547.06,4394.2575000000015,-13108.8,-4915.82,-2691.2540000000004,-2780.4565,-3487.105099999999,-10286.3535,-19158.2135,-13108.8,-10884.233999999999,-4915.82,-9522.5989,-16969.5596,1341.4090000000006,-7615.325599999999,5158.0120000000015,15661.7994,6705.064900000001,53,89
52,37,Other,-81712.38799999999,5.4270000000000005,8664.189,0.061,4496.628,5.4270000000000005,88912278.13700001,5.825,13257.23,5.43,22398.65,6.29,-5561.84,6.24,5995.96,5.66,-18285.4,6.29,-1862.09,5.43,89,Rb,7174.71,5.43,9310.07,6.02,-1087.18,24.25,9707.94,5.43,6417.33,5.43,-433.73,6.24,-9310.07,-7174.71,-16363.1539,-14138.5879,-13396.5349,-21011.3494,-22398.65,-13257.23,-5561.84,3714.2815,-9310.07,-7174.71,-4950.144,-2644.4365,-4775.435099999999,-8645.113500000001,-17503.0535,-9310.07,-7085.504,-7174.71,-7881.358900000001,-14680.609600000002,-917.4809999999997,-3816.5956,4478.036,13402.9094,10503.7949,52,89
51,38,Other,-86209.01699999999,0.092,8705.921999999999,0.001,1499.336,1.615,88907450.808,0.098,17471.58,0.09,20077.44,0.26,-7153.6,2.0,-1333.46,3.08,-13806.7,2.61,-9981.32,1.5,89,Sr,6358.72,0.09,10888.99,0.18,-11194.08,3.91,9099.58,0.09,1402.03,0.22,2703.05,0.09,-10888.99,-6358.72,-16971.513899999998,-14746.9479,-18411.8349,-17874.5694,-20077.44,-17471.58,-7153.6,716.9895,-10888.99,-6358.72,-4134.154,-10763.6665,-8989.785100000001,-9253.473500000002,-13024.3535,-10888.99,-8664.423999999999,-6358.72,-8489.718900000002,-12359.3996,-101.491,-5395.5156,1480.744,14218.899399999998,8924.8749,51,89
50,39,Other,-87708.352,1.612,8713.978000000001,0.018000000000000002,-2832.792,2.7760000000000002,88905841.205,1.73,20832.61,1.97,17688.5,1.61,-7965.94,1.61,-7083.14,23.67,-12388.33,1.62,-12150.8,5.64,89,Y,11480.65,2.2,7075.71,1.61,-20313.5,4.15,7882.52,1.61,1678.79,1.61,685.04,1.62,-7075.71,-11480.65,-18188.5739,-15964.0079,-18135.0749,-19892.5794,-17688.5,-20832.61,-7965.94,-3615.1385,-7075.71,-11480.65,-9256.084,-12933.1465,-12350.8151,-10470.5335,-11605.9835,-7075.71,-4851.144,-11480.65,-9706.7789,-9970.4596,-5223.4209999999985,-1582.2356,-2851.384,9096.9694,12738.1549,50,89
49,40,Other,-84875.561,3.083,8673.359,0.035,-4250.351,23.743000000000002,88908882.332,3.31,21671.06,5.17,14573.44,3.08,-6197.2,4.17,-9860.63,4.98,-4242.91,3.08,-16773.29,58.89,89,Zr,9318.01,6.22,7865.51,3.43,-26615.0,298.0,8853.62,3.28,-728.42,14.47,5293.93,3.08,-7865.51,-9318.01,-17217.473899999994,-14992.9079,-20542.2849,-15283.6894,-14573.44,-21671.06,-6197.2,-5032.697499999998,-7865.51,-9318.01,-7093.444,-17555.6365,-13189.2651,-9499.4335,-3460.5635,-7865.51,-5640.944,-9318.01,-8735.6789,-6855.399600000002,-3060.781,-2372.0356,-4268.942999999998,11259.6094,11948.3549,49,89
