N,Z,O,Mass_Excess,dMass_Excess,Binding_Energy,dBinding_Energy,B_Decay_Energy,dB_Decay_Energy,Atomic_Mass_Micro,dAtomic_Mass_Micro,S(2n),dS(2n),S(2p),dS(2p),Q(a),dQ(a),Q(2B-),dQ(2B-),Q(ep),dQ(ep),Q(B-n),dQ(B-n),A,EL,S(n),dS(n),S(p),dS(p),Q(4B-),dQ(4B-),"Q(d,a)","dQ(d,a)","Q(p,a)","dQ(p,a)","Q(n,a)","dQ(n,a)","Q(g,p)","Q(g,n)","Q(g,pn)","Q(g,d)","Q(g,t)","Q(g,He3)","Q(g,2p)","Q(g,2n)","Q(g,a)","Q(p,n)","Q(p,2p)","Q(p,pn)","Q(p,d)","Q(p,2n)","Q(p,t)","Q(p,3He)","Q(n,2p)","Q(n,np)","Q(n,d)","Q(n,2n)","Q(n,t)","Q(n,3He)","Q(d,t)","Q(d,3He)","Q(3He,t)","Q(3He,a)","Q(t,a)",Neutrons,Mass_Number
74,42,x,-41500.0,500.0,8146.0,4.0,9956.0,582.0,115955448.0,537.0,7836.0,582.0,16983.173823529414,192.77323529411763,-10114.0,860.0,22569.0,500.0,-9675.070606060604,193.4490909090909,6749.0,935.0,116,Mo,4822.0,641.0,17435.0,709.0,38332.0,500.0,4598.0,709.0,3875.0,641.0,3198.507714285714,195.6762857142857,-17435.0,-4822.0,-21473.0939,-19248.5279,-15938.8649,-17379.111685714284,-16983.173823529414,-7836.0,-10114.0,9173.6535,-17435.0,-4822.0,-2597.4339999999997,5966.6535,645.7949000000008,-13755.053500000002,-8892.724106060605,-17435.0,-15210.434,-4822.0,-12991.298900000002,-9265.13342352941,1435.2290000000007,-11941.5256,9937.408000000001,15755.6194,2378.8649000000005,74,116
73,43,x,-51456.0,298.0,8225.0,3.0,12613.0,298.0,115944760.0,320.0,8998.0,526.0,30646.0,585.0,-9607.0,422.0,19280.0,307.0,-27391.0,585.0,6663.0,311.0,116,Tc,3207.0,844.0,13996.0,499.0,31087.0,298.0,9062.0,422.0,5898.0,423.0,-5299.0,499.0,-13996.0,-3207.0,-17009.0939,-14784.5279,-13915.8649,-25876.6194,-30646.0,-8998.0,-9607.0,11830.6535,-13996.0,-3207.0,-982.4340000000003,5880.6535,-516.2050999999991,-9291.053500000002,-26608.6535,-13996.0,-11771.434,-3207.0,-8527.298900000002,-22927.9596,3050.2290000000007,-8502.5256,12594.408000000001,17370.6194,5817.864900000001,73,116
72,44,x,-64068.90900000001,3.726,8326.883,0.032,6667.213000000001,73.926,115931219.19299999,4.0,9989.73,5.15,28840.0,298.0,-9030.0,196.0,15762.73,8.05,-26609.0,401.0,2089.61,8.21,116,Ru,5950.49,88.57,15037.89,789.45,24643.57,3.73,5242.18,433.16,3606.69,5.01,-5933.0,300.0,-15037.89,-5950.49,-20828.9139,-18604.3479,-16207.1749,-26510.6194,-28840.0,-9989.73,-9030.0,5884.8665,-15037.89,-5950.49,-3725.9240000000004,1307.2635,-1507.9350999999988,-13110.873500000003,-25826.6535,-15037.89,-12813.323999999999,-5950.49,-12347.1189,-21121.9596,306.7390000000005,-9544.4156,6648.621,14627.1294,4775.974900000001,72,116
71,45,Other,-70736.122,73.832,8377.615,0.636,9095.511999999999,74.169,115924061.645,79.26100000000002,11168.13,102.82,26713.78,439.39,-7902.1,74.04,11806.53,73.9,-21705.1,792.89,1618.95,75.06,116,Rh,4577.61,74.19,11835.36,115.25,17513.63,73.83,10196.5,73.91,5996.05,82.53,-2278.18,73.91,-11835.36,-4577.61,-15874.5939,-13650.0279,-13817.8149,-22855.7994,-26713.78,-11168.13,-7902.1,8313.165500000001,-11835.36,-4577.61,-2353.044,836.6035,-2686.3350999999984,-8156.553500000003,-20922.7535,-11835.36,-9610.794000000002,-4577.61,-7392.7989000000025,-18995.7396,1679.6190000000006,-6341.885600000001,9076.92,16000.0094,7978.5049,71,116
70,46,x,-79831.635,7.1320000000000014,8449.28,0.061,2711.0190000000002,7.8420000000000005,115914297.21,7.6560000000000015,12483.33,9.88,24187.76,7.87,-6625.73,11.96,8880.85,7.13,-20930.87,88.77,-2920.3,19.61,116,Pd,7476.57,15.26,12890.77,10.14,11694.33,7.13,6589.8,71.91,3799.96,10.01,-2317.11,37.56,-12890.77,-7476.57,-19481.2939,-17256.7279,-16013.9049,-22894.7294,-24187.76,-12483.33,-6625.73,1928.6725,-12890.77,-7476.57,-5252.004,-3702.6465,-4001.5350999999987,-11763.253500000004,-20148.5235,-12890.77,-10666.204000000002,-7476.57,-10999.498900000002,-16469.719599999997,-1219.3409999999994,-7397.2956,2692.427,13101.0494,6923.0949,70,116
69,47,x,-82542.65299999999,3.26,8465.907,0.028,6169.826999999999,3.264,115911386.812,3.5,13754.49,5.61,21409.97,71.64,-5236.07,44.21,5707.1,3.27,-15601.79,8.01,-2529.49,3.32,116,Ag,5631.32,18.56,9405.24,13.93,4279.5,6.1,11659.1,7.67,5912.49,7.67,1871.28,7.84,-9405.24,-5631.32,-14411.9939,-12187.4279,-13901.3749,-18706.3394,-21409.97,-13754.49,-5236.07,5387.4805000000015,-9405.24,-5631.32,-3406.7540000000004,-3311.8365,-5272.695099999999,-6693.953500000001,-14819.4435,-9405.24,-7180.674,-5631.32,-5930.198900000001,-13691.9296,625.9090000000006,-3911.7656,6151.2350000000015,14946.2994,10408.6249,69,116
68,48,Other,-88712.48,0.16,8512.35,0.001,-462.731,0.272,115904763.23,0.172,14840.18,0.31,19799.48,6.95,-4815.83,6.55,2813.49,0.13,-15575.06,13.55,-7247.45,0.16,116,Cd,8699.32,0.67,11018.8,18.27,-3443.52,27.95,6929.13,4.57,3178.4,16.64,525.01,6.95,-11018.8,-8699.32,-19141.9639,-16917.3979,-16635.4649,-20052.6094,-19799.48,-14840.18,-4815.83,-1245.0775,-11018.8,-8699.32,-6474.754,-8029.796499999998,-6358.3851,-11423.9235,-14792.7135,-11018.8,-8794.234,-8699.32,-10660.1689,-12081.4396,-2442.0909999999994,-5525.325599999999,-481.32300000000004,11878.2994,8795.064900000001,68,116
67,49,-n,-88249.74900000003,0.22,8501.617,0.002,3276.2209999999995,0.24,115905259.99200001,0.236,15822.58,0.37,17896.89,4.57,-4090.95,2.43,-1427.6,5.16,-10556.07,18.27,-6287.23,0.22,116,In,6784.72,0.22,7454.24,0.69,-10757.51,96.59,12475.99,0.35,5657.59,0.33,4423.48,16.64,-7454.24,-6784.72,-13595.1039,-11370.5379,-14156.2749,-16154.1394,-17896.89,-15822.58,-4090.95,2493.8745,-7454.24,-6784.72,-4560.154,-7069.576499999999,-7340.785099999999,-5877.063500000002,-9773.7235,-7454.24,-5229.674,-6784.72,-5113.308900000002,-10178.8496,-527.491,-1960.7656,3257.6290000000004,13792.899399999998,12359.6249,67,116
66,50,Other,-91525.97,0.096,8523.116,0.001,-4703.82,5.16,115901742.824,0.103,17108.88,0.1,16088.98,0.29,-3376.03,0.27,-6257.01,27.94,-10730.46,0.66,-12593.88,16.03,116,Sn,9563.45,0.09,9278.59,0.1,-18479.25,13.04,7754.64,0.32,2705.2,0.21,3163.72,0.26,-9278.59,-9563.45,-18316.4539,-16091.887900000002,-17108.6649,-17413.8994,-16088.98,-17108.88,-3376.03,-5486.166499999998,-9278.59,-9563.45,-7338.884000000001,-13376.2265,-8627.0851,-10598.413500000002,-9948.1135,-9278.59,-7054.024,-9563.45,-9834.658900000002,-8370.9396,-3306.2210000000005,-3785.1156,-4722.411999999998,11014.1694,10535.2749,66,116
65,51,Other,-86822.15,5.16,8475.821,0.044,-1553.1889999999999,28.416999999999998,115906792.58299999,5.539,18468.21,22.44,12830.29,5.17,-1256.93,6.69,-9329.91,96.73,-4574.77,5.16,-12830.71,28.42,116,Sb,7890.06,16.84,4077.29,5.16,-24780.0,100.0,14448.38,5.16,6370.04,5.4,8191.37,5.16,-4077.29,-7890.06,-11622.7139,-9398.147900000002,-13443.8249,-12386.2494,-12830.29,-18468.21,-1256.93,-2335.5355,-4077.29,-7890.06,-5665.4940000000015,-13613.0565,-9986.415099999998,-3904.6735000000026,-3792.4235,-4077.29,-1852.724,-7890.06,-3140.9189000000024,-5112.249600000001,-1632.831,1416.1844,-1571.7810000000004,12687.559399999998,15736.5749,65,116
64,52,x,-85268.961,27.945,8455.687,0.241,-7776.725,100.553,115908460.0,30.0,19523.03,39.52,9287.18,27.94,961.18,27.95,-12222.24,30.84,-2524.1,27.94,-17002.48,40.18,116,Te,11277.52,39.52,5554.53,32.21,-30689.0,202.0,9938.42,35.47,4012.06,32.81,8705.57,27.99,-5554.53,-11277.52,-16132.6739,-13908.1079,-15801.8049,-11872.0494,-9287.18,-19523.03,961.18,-8559.0715,-5554.53,-11277.52,-9052.954000000002,-17784.8265,-11041.235099999998,-8414.633500000002,-1741.7534999999998,-5554.53,-3329.9640000000004,-11277.52,-7650.878900000002,-1569.1396000000007,-5020.291,-61.055599999999686,-7795.316999999999,9300.0994,14259.334900000002,64,116
63,53,+,-77492.23599999999,96.592,8381.902,0.833,-4445.512,95.70700000000001,115916808.65799999,103.695,20839.0,178.0,7573.6,99.03,1681.81,98.22,-15450.0,139.0,2222.2,97.91,-16906.81,97.35,116,I,9225.76,100.82,2718.45,100.55,-36847.0,327.0,15107.14,100.55,5718.85,100.55,12571.13,98.11,-2718.45,-9225.76,-10963.9539,-8739.387900000002,-14095.0149,-8006.4894,-7573.6,-20839.0,1681.81,-5227.8584999999985,-2718.45,-9225.76,-7001.194,-17689.1565,-12357.2051,-3245.9135000000024,3004.5465,-2718.45,-493.884,-9225.76,-2482.158900000002,144.4403999999995,-2968.531,2775.0244,-4464.103999999998,11351.8594,17095.4149,63,116
62,54,x,-73046.724,13.041,8336.834,0.112,-11004.0,101.0,115921581.112,14.0,22103.47,17.18,5736.1,30.84,2095.87,15.5,-18467.0,201.0,1727.06,30.84,-21419.0,103.0,116,Xe,12461.29,17.8,3997.9,31.68,-1893.8960000000002,114.54533333333332,10460.0,150.0,2936.84,15.3,10946.71,30.84,-3997.9,-12461.29,-15611.0939,-13386.5279,-16877.0249,-9630.9094,-5736.1,-22103.47,2095.87,-11786.3465,-3997.9,-12461.29,-10236.724000000002,-22201.3465,-13621.6751,-7893.053500000003,2509.4065,-3997.9,-1773.3340000000005,-12461.29,-7129.2989000000025,1981.9403999999995,-6204.0610000000015,1495.5744,-11022.591999999999,8116.329399999999,15815.9649,62,116
61,55,ea,-62043.0,100.0,8235.0,1.0,-7463.0,224.0,115933395.0,108.0,23503.0,123.0,3824.0,180.0,2596.0,101.0,-21397.0,328.0,7006.0,104.0,-21094.0,224.0,116,Cs,10414.0,143.0,675.0,101.0,-858.0087499999995,147.625625,15754.0,101.0,5025.0,101.0,14723.0,101.0,-675.0,-10414.0,-10317.0939,-8092.527900000001,-14788.8649,-5854.6194,-3824.0,-23503.0,2596.0,-8245.3465,-675.0,-10414.0,-8189.434,-21876.3465,-15021.2051,-2599.0535000000023,7788.3465,-675.0,1549.5659999999998,-10414.0,-1835.2989000000016,3894.0404,-4156.771,4818.4744,-7481.592,10163.6194,19138.8649,61,116
60,56,x,-54580.0,200.0,8164.0,2.0,-13935.0,371.0,115941406.0,215.0,24817.0,225.0,2072.0,201.0,3021.0,200.0,-457.6758333333334,159.83777777777777,6788.0,201.0,-9389.780526315788,166.47736842105263,116,Ba,13631.0,283.0,2169.0,225.0,-922.1725806451615,151.82451612903228,10813.0,213.0,2049.0,200.0,13270.0,200.0,-2169.0,-13631.0,-15258.0939,-13033.5279,-17764.8649,-7307.6194,-2072.0,-24817.0,3021.0,-14717.3465,-2169.0,-13631.0,-11406.434,-10172.12702631579,-16335.2051,-7540.053500000003,7570.3465,-2169.0,55.565999999999796,-13631.0,-6776.2989000000025,5646.0404,-7373.771,3324.4744,-13953.591999999999,6946.6194,17644.8649,60,116
59,57,-a,-40645.0,312.0,8037.0,3.0,804.7166578947368,178.91855263157893,115956365.0,335.0,15728.864615384615,187.6405128205128,541.0,320.0,3220.0,300.0,-1013.5291666666667,170.44444444444446,11765.0,329.0,-6975.412972972974,176.1327027027027,116,La,7881.457,189.40775,-1086.0,371.0,-2209.2870967741933,172.17483870967743,15971.0,329.0,4003.0,432.0,16766.0,312.0,1086.0,-7881.457,-10100.0939,-7875.527900000001,-15810.8649,-3811.6194,-541.0,-15728.864615384615,3220.0,22.370157894737005,1086.0,-7881.457,-5656.8910000000005,-7757.759472972973,-7247.069715384615,-2382.0535000000023,12547.3465,1086.0,3310.566,-7881.457,-1618.2989000000016,7177.0404,-1624.2279999999994,6579.4744,786.1246578947372,12696.162400000001,20899.8649,59,116
75,42,x,-36170.0,500.0,8100.0,4.0,12212.0,641.0,116961170.0,537.0,7564.0,641.0,16983.173823529414,192.77323529411763,-5067.611388888889,202.97694444444446,23320.0,662.0,-9675.070606060604,193.4490909090909,7214.0,582.0,117,Mo,2741.0,707.0,9910.046666666667,167.215,40255.0,500.0,5895.0,709.0,4082.0,709.0,3198.507714285714,195.6762857142857,-9910.046666666667,-2741.0,-20176.0939,-17951.5279,-15731.8649,-17379.111685714284,-16983.173823529414,-7564.0,-5067.611388888889,11429.6535,-9910.046666666667,-2741.0,-516.4340000000002,6431.6535,917.7949000000008,-12458.053500000002,-8892.724106060605,-9910.046666666667,-7685.480666666666,-2741.0,-11694.298900000002,-9265.13342352941,3516.2290000000007,-4416.572266666666,12193.408000000001,17836.6194,9903.818233333332,75,117
74,43,x,-48382.0,401.0,8197.0,3.0,11108.0,590.0,116948060.0,430.0,8204.0,885.0,31606.0,643.0,-10296.0,566.0,20516.0,401.0,-9884.202352941176,175.22294117647058,7616.0,401.0,117,Tc,4997.0,499.0,14171.0,641.0,33800.0,401.0,7078.0,566.0,6289.0,499.0,-7348.0,643.0,-14171.0,-4997.0,-18993.0939,-16768.5279,-13524.8649,-27925.6194,-31606.0,-8204.0,-10296.0,10325.6535,-14171.0,-4997.0,-2772.434,6833.6535,277.7949000000008,-11275.053500000002,-9101.855852941178,-14171.0,-11946.434,-4997.0,-10511.298900000002,-23887.9596,1260.2290000000005,-8677.5256,11089.408000000001,15580.6194,5642.864900000001,74,117
73,44,x,-59489.865,433.145,8285.562,3.702,9407.508,433.236,116936135.0,465.0,9442.76,442.09,29319.0,590.0,-9425.0,527.0,16934.61,433.21,-25279.0,662.0,3174.94,439.39,117,Ru,3492.27,433.16,15323.0,526.0,26928.52,433.15,7540.93,900.46,3974.48,612.56,-4036.0,526.0,-15323.0,-3492.27,-18530.1639,-16305.5979,-15839.3849,-24613.6194,-29319.0,-9442.76,-9425.0,8625.1615,-15323.0,-3492.27,-1267.7040000000004,2392.5935,-960.9650999999994,-10812.123500000003,-24496.6535,-15323.0,-13098.434,-3492.27,-10048.3689,-21600.9596,2764.9590000000007,-9829.5256,9388.916,17085.3494,4490.864900000001,73,117
72,45,x,-68897.37299999999,8.892000000000003,8359.280999999999,0.076,7527.104,11.411,116926035.623,9.546,10810.18,11.45,27155.32,789.49,-8510.75,9.5,13284.64,16.22,-24731.0,298.0,2862.94,11.33,117,Rh,6232.57,74.36,12117.43,9.64,20045.67,10.14,8003.17,88.93,6188.49,9.5,-4650.68,433.24,-12117.43,-6232.57,-18067.9239,-15843.3579,-13625.3749,-25228.2994,-27155.32,-10810.18,-8510.75,6744.7575000000015,-12117.43,-6232.57,-4008.0040000000004,2080.5935,-2328.3850999999995,-10349.883500000002,-23948.6535,-12117.43,-9892.864,-6232.57,-9586.128900000003,-19437.2796,24.659000000000557,-6623.9556,7508.5120000000015,14345.0494,7696.4349,72,117
71,46,Other,-76424.477,7.252000000000002,8416.929,0.062,5757.536999999999,14.765999999999998,116917954.94399999,7.785,12140.73,15.32,24812.68,88.78,-6981.27,37.58,9993.91,7.32,-19644.54,8.15,-1953.14,7.95,117,Pd,4664.16,10.1,12977.33,74.18,13973.27,7.26,8516.16,10.23,4150.2,71.92,-556.26,7.99,-12977.33,-4664.16,-17554.9339,-15330.3679,-15663.6649,-21133.8794,-24812.68,-12140.73,-6981.27,4975.1905000000015,-12977.33,-4664.16,-2439.594,-2735.4865,-3658.935099999999,-9836.893500000002,-18862.1935,-12977.33,-10752.764,-4664.16,-9073.138900000002,-17094.639600000002,1593.0690000000006,-7483.8556,5738.9450000000015,15913.4594,6836.5349000000015,71,117
70,47,Other,-82182.01400000001,13.572,8459.452,0.116,4236.375,13.61,116911773.97399999,14.57,13341.99,22.76,22530.12,15.41,-5839.39,15.32,6761.03,14.42,-18734.86,75.07,-1540.85,13.57,117,Ag,7710.68,13.96,9639.35,15.32,6457.53,15.98,8955.18,19.17,6172.98,15.24,-824.99,72.84,-9639.35,-7710.68,-17115.9139,-14891.3479,-13640.8849,-21402.6094,-22530.12,-13341.99,-5839.39,3454.0285,-9639.35,-7710.68,-5486.114000000001,-2323.1965,-4860.195099999999,-9397.873500000003,-17952.5135,-9639.35,-7414.7840000000015,-7710.68,-8634.118900000001,-14812.0796,-1453.451,-4145.8756,4217.782999999999,12866.9394,10174.5149,70,117
69,48,-n,-86418.38900000001,1.013,8488.973,0.009000000000000001,2524.653,4.9830000000000005,116907226.03799999,1.087,14476.54,1.2,20569.94,13.58,-5252.21,7.02,3979.36,1.11,-13875.72,7.2,-6239.96,1.04,117,Cd,5777.23,1.0,11164.71,3.41,-1322.98,13.49,9275.07,18.3,3376.47,4.68,2718.96,7.02,-11164.71,-5777.23,-16796.0239,-14571.4579,-16437.3949,-17858.6594,-20569.94,-14476.54,-5252.21,1742.3064999999995,-11164.71,-5777.23,-3552.664,-7022.3065,-5994.7451,-9077.983500000002,-13093.3735,-11164.71,-8940.144,-5777.23,-8314.228900000002,-12851.8996,479.9990000000007,-5671.235599999999,2506.061,14800.3894,8649.154900000001,69,117
68,49,Other,-88943.04199999999,4.881,8503.865,0.042,1454.7089999999998,4.857,116904515.71200001,5.239,15549.33,4.88,18538.33,18.91,-4341.14,17.34,-303.5,9.74,-13689.36,5.87,-5488.39,4.88,117,In,8764.61,4.89,7519.53,4.88,-8506.96,26.65,9852.24,4.92,5935.95,4.89,1634.16,6.68,-7519.53,-8764.61,-16218.8539,-13994.2879,-13877.9149,-18943.4594,-18538.33,-15549.33,-4341.14,672.3625000000002,-7519.53,-8764.61,-6540.044000000001,-6270.7365,-7067.535099999999,-8500.813500000002,-12907.0135,-7519.53,-5294.964,-8764.61,-7737.058900000003,-10820.289600000002,-2507.3810000000008,-2026.0556,1436.1170000000002,11813.0094,12294.334900000002,68,117
67,50,Other,-90397.751,0.483,8509.610999999999,0.004,-1758.2120000000002,8.445,116902954.017,0.518,16506.55,0.48,16891.21,0.81,-3779.38,0.54,-5302.34,13.46,-8974.24,0.49,-11646.92,5.18,117,Sn,6943.1,0.47,9436.97,0.53,-16212.41,10.39,9849.4,0.48,3036.11,0.57,5263.58,0.55,-9436.97,-6943.1,-16221.6939,-13997.1279,-16777.7549,-15314.0394,-16891.21,-16506.55,-3779.38,-2540.5585,-9436.97,-6943.1,-4718.5340000000015,-12429.2665,-8024.755099999998,-8503.653500000002,-8191.8935,-9436.97,-7212.403999999998,-6943.1,-7739.898900000003,-9173.1696,-685.8710000000002,-3943.495599999999,-1776.8039999999999,13634.5194,10376.8949,67,117
66,51,Other,-88639.539,8.437000000000001,8487.896999999999,0.07200000000000001,-3544.1279999999997,13.079,116904841.535,9.057,17778.77,18.11,13681.13,8.44,-1697.34,8.44,-8203.46,27.34,-7678.76,8.44,-11441.89,29.19,117,Sb,9888.71,9.89,4402.54,8.44,-22146.45,62.98,12105.1,8.44,6784.24,8.44,5576.66,8.44,-4402.54,-9888.71,-13965.9939,-11741.4279,-13029.6249,-15000.9594,-13681.13,-17778.77,-1697.34,-4326.4745,-4402.54,-9888.71,-7664.143999999998,-12224.2365,-9296.9751,-6247.953500000001,-6896.4135000000015,-4402.54,-2177.974,-9888.71,-5484.198900000001,-5963.089599999998,-3631.480999999999,1090.9344,-3562.7200000000007,10688.9094,15411.3249,66,117
65,52,Other,-85095.411,13.456,8450.919,0.115,-4659.334,28.673000000000002,116908646.313,14.446,19175.29,31.02,9639.52,13.46,807.81,13.55,-10910.07,16.99,-858.41,13.46,-15674.49,97.52,117,Te,7897.77,31.02,5562.23,14.41,-27637.66,250.7,12618.8,20.93,4265.22,25.65,11110.71,13.46,-5562.23,-7897.77,-13452.2939,-11227.727900000002,-15548.6449,-9466.9094,-9639.52,-19175.29,807.81,-5441.6805,-5562.23,-7897.77,-5673.2040000000015,-16456.8365,-10693.4951,-5734.2535000000025,-76.06349999999998,-5562.23,-3337.664,-7897.77,-4970.498900000001,-1921.4796000000006,-1640.5410000000004,-68.7555999999995,-4677.926,12679.8494,14251.6349,65,117
64,53,Other,-80436.077,26.196,8404.409,0.224,-6250.74,28.177,116913648.314,28.123,20240.91,38.99,8010.62,30.71,1555.98,31.33,-13942.99,67.69,-902.9,26.7,-15460.67,29.26,117,I,11015.16,100.08,2456.09,38.3,-33965.0,202.0,12337.49,38.3,6316.55,38.3,9706.9,34.11,-2456.09,-11015.16,-13733.6039,-11509.0379,-13497.3149,-10870.7194,-8010.62,-20240.91,1555.98,-7033.0864999999985,-2456.09,-11015.16,-8790.594000000001,-16243.0165,-11759.1151,-6015.563500000002,-120.5535,-2456.09,-231.52400000000037,-11015.16,-5251.808900000002,-292.5796,-4757.931,3037.3844,-6269.3319999999985,9562.4594,17357.7749,64,117
63,54,x,-74185.337,10.378,8344.296999999999,0.08900000000000001,-7692.245,63.266999999999996,116920358.76,11.140999999999998,21671.22,15.95,6700.52,29.81,1736.78,29.81,-16727.58,250.55,3794.65,29.81,-20214.0,101.0,117,Xe,9209.93,16.67,3982.07,97.15,-1893.8960000000002,114.54533333333332,12863.27,30.68,3475.0,149.0,13349.63,29.81,-3982.07,-9209.93,-13207.8239,-10983.2579,-16338.8649,-7227.9894,-6700.52,-21671.22,1736.78,-8474.5915,-3982.07,-9209.93,-6985.364000000001,-20996.3465,-13189.4251,-5489.783500000001,4576.9965,-3982.07,-1757.5040000000006,-9209.93,-4726.028900000001,1017.5203999999994,-2952.7009999999996,1511.4044,-7710.836999999998,11367.6894,15831.7949,63,117
62,55,x,-66493.092,62.41,8271.864,0.5329999999999999,-9035.338,258.002,116928616.72600001,67.0,22936.0,120.0,4733.24,68.77,2201.5,62.92,-20022.0,210.0,3710.17,115.0,-19984.0,210.0,117,Cs,12522.0,118.0,735.34,63.76,-858.0087499999995,147.625625,12874.46,63.57,5456.85,63.4,11950.0,162.0,-735.34,-12522.0,-13196.6339,-10972.067900000002,-14357.0149,-8627.6194,-4733.24,-22936.0,2201.5,-9817.6845,-735.34,-12522.0,-10297.434,-20766.3465,-14454.2051,-5478.593500000003,4492.5165,-735.34,1489.2259999999994,-12522.0,-4714.838900000002,2984.8004,-6264.771,4758.1344,-9053.93,8055.6194,19078.5249,62,117
61,56,ep,-57457.753,250.34,8187.953,2.14,-10987.0,321.0,116938316.561,268.75,24581.0,321.0,3378.95,250.63,2320.95,250.43,-457.6758333333334,159.83777777777777,8300.0,250.0,-24884.0,400.0,117,Ba,10949.0,321.0,2704.0,270.0,-922.1725806451615,151.82451612903228,12953.0,270.0,2088.56,260.24,15274.54,250.59,-2704.0,-10949.0,-13118.0939,-10893.5279,-17725.3049,-5303.079399999999,-3378.95,-24581.0,2320.95,-11769.3465,-2704.0,-10949.0,-8724.434000000001,-25666.3465,-16099.2051,-5400.053500000002,9082.3465,-2704.0,-479.43400000000014,-10949.0,-4636.298900000002,4339.0904,-4691.771,2789.4744,-11005.591999999999,9628.6194,17109.8649,61,117
60,57,-p,-46471.0,200.0,8087.0,2.0,804.7166578947368,178.91855263157893,116950111.0,215.0,15728.864615384615,187.6405128205128,1349.0,225.0,2869.0,200.0,-1013.5291666666667,170.44444444444446,8283.0,224.0,-6975.412972972974,176.1327027027027,117,La,13897.0,371.0,-820.1,3.0,-2209.2870967741933,172.17483870967743,13260.0,283.0,4299.0,225.0,13858.0,213.0,820.1,-13897.0,-12811.0939,-10586.5279,-15514.8649,-6719.6194,-1349.0,-15728.864615384615,2869.0,22.370157894737005,820.1,-13897.0,-11672.434,-7757.759472972973,-7247.069715384615,-5093.053500000002,9065.3465,820.1,3044.666,-13897.0,-4329.298900000002,6369.0404,-7639.771,6313.5744,786.1246578947372,6680.6194,20633.9649,60,117
76,42,x,-32630.0,500.0,8069.0,4.0,11159.0,641.0,117964970.0,537.0,7273.0,707.0,16983.173823529414,192.77323529411763,-5067.611388888889,202.97694444444446,24630.0,539.0,-9675.070606060604,193.4490909090909,7680.0,641.0,118,Mo,4532.0,707.0,9910.046666666667,167.215,42759.0,500.0,8038.445405405407,178.93648648648647,3588.0,709.0,3198.507714285714,195.6762857142857,-9910.046666666667,-4532.0,-18032.648494594592,-15808.082494594593,-16225.8649,-17379.111685714284,-16983.173823529414,-7273.0,-5067.611388888889,10376.6535,-9910.046666666667,-4532.0,-2307.4339999999997,6897.6535,1208.7949000000008,-10314.608094594592,-8892.724106060605,-9910.046666666667,-7685.480666666666,-4532.0,-9550.853494594596,-9265.13342352941,1725.2290000000007,-4416.572266666666,11140.408000000001,16045.6194,9903.818233333332,76,118
75,43,x,-43790.0,401.0,8157.0,3.0,13470.0,448.0,117952990.0,430.0,8476.0,499.0,17156.724285714285,181.51714285714286,-10827.0,643.0,21098.0,401.0,-9884.202352941176,175.22294117647058,7629.0,590.0,118,Tc,3479.0,566.0,14909.0,641.0,35764.0,401.0,8421.0,641.0,5823.0,566.0,-6789.0,643.0,-14909.0,-3479.0,-17650.0939,-15425.5279,-13990.8649,-27366.6194,-17156.724285714285,-8476.0,-10827.0,12687.6535,-14909.0,-3479.0,-1254.4340000000002,6846.6535,5.794900000000781,-9932.053500000002,-9101.855852941178,-14909.0,-12684.434,-3479.0,-9168.298900000002,-9438.683885714285,2778.2290000000007,-9415.5256,13451.408000000001,17098.6194,4904.864900000001,75,118
74,44,x,-57260.0,200.0,8265.0,2.0,7628.0,202.0,117938529.0,215.0,9334.0,200.0,30338.0,539.0,-9878.0,359.0,18129.0,200.0,-28379.0,539.0,3566.0,200.0,118,Ru,5841.0,477.0,16167.0,448.0,29442.0,201.0,4907.0,359.0,3924.0,814.0,-6864.0,448.0,-16167.0,-5841.0,-21164.0939,-18939.5279,-15889.8649,-27441.6194,-30338.0,-9334.0,-9878.0,6845.6535,-16167.0,-5841.0,-3616.434,2783.6535,-852.2050999999992,-13446.053500000002,-27596.6535,-16167.0,-13942.434,-5841.0,-12682.298900000002,-22619.9596,416.2290000000002,-10673.5256,7609.408,14736.6194,3646.8649000000014,74,118
73,45,x,-64887.46,24.235,8322.858,0.205,10501.286,24.342,117930340.44299999,26.017,10293.97,77.7,28010.0,299.0,-8712.09,433.82,14666.33,24.37,-23795.0,401.0,3465.7,25.27,118,Rh,4061.4,25.78,12686.57,433.82,22340.75,25.44,9892.26,24.52,6166.33,91.75,-2921.07,789.81,-12686.57,-4061.4,-16178.8339,-13954.2679,-13647.5349,-23498.6894,-28010.0,-10293.97,-8712.09,9718.9395,-12686.57,-4061.4,-1836.8340000000005,2683.3535,-1812.1750999999986,-8460.793500000002,-23012.6535,-12686.57,-10462.004,-4061.4,-7697.038900000001,-20291.9596,2195.8289999999997,-7193.0956,10482.694,16516.219399999998,7127.294900000001,73,118
