epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,0.14842399219433128,0.2392585,0.14842352,0.12664918999660682,0.22022702,0.12664911
1,0.12579955524270242,0.2172434,0.12579958,0.12162017837712548,0.21151401,0.12162022
2,0.118856372223143,0.20986053,0.118856266,0.11604199725652657,0.20870775,0.11604209
3,0.11475480113343875,0.20517135,0.11475488,0.11338186652080812,0.20719093,0.11338195
4,0.11259128023702958,0.20256968,0.112591274,0.11042027278213068,0.20073792,0.110420346
5,0.11023472394254545,0.19977257,0.11023464,0.10870299121808884,0.19879813,0.10870303
6,0.1084811072129155,0.1977279,0.10848117,0.10712444542985582,0.19730887,0.10712444
7,0.10732472236997437,0.1964666,0.10732455,0.10693937126593171,0.194986,0.10693943
8,0.1068084576379752,0.19575712,0.10680862,0.10548886578413665,0.19412005,0.105488904
9,0.10573163813625777,0.19445874,0.10573144,0.10429170319566007,0.19469365,0.104291625
10,0.10498848997480172,0.19359569,0.10498835,0.10259385895396445,0.19048807,0.10259388
11,0.10460460303011355,0.19342662,0.10460476,0.10421150154524567,0.1949989,0.10421155
12,0.10404425022397762,0.19242944,0.10404411,0.10360674135969654,0.19268416,0.1036067
13,0.1035116210218713,0.19183122,0.103511594,0.10332763053122021,0.19284135,0.10332763
14,0.1033729837877647,0.19174244,0.1033733,0.10276381962026698,0.19072293,0.102763854
15,0.10282610765884023,0.19115534,0.102826096,0.1029051482738001,0.19087344,0.1029052
16,0.10285644203512072,0.19139928,0.102856316,0.1010163658049654,0.18958804,0.10101633
17,0.1028542077338222,0.1915579,0.10285401,0.10321472179663896,0.19197054,0.10321473
18,0.10220337528080635,0.19088979,0.102203764,0.102371652736301,0.19247498,0.10237177
19,0.10149407912599645,0.18966877,0.1014939,0.09964216704224219,0.18739076,0.09964211
20,0.10078715443563338,0.18860936,0.100787245,0.09947977451919306,0.18821417,0.09947983
21,0.10033767561671247,0.18812588,0.100337714,0.09939168151268832,0.1858639,0.09939172
22,0.10040551549225181,0.18802564,0.10040561,0.10077331008145535,0.18809538,0.10077338
23,0.10107843819908895,0.18876296,0.101078525,0.09913893391661956,0.18656687,0.09913889
24,0.10081117532533689,0.18894254,0.100811236,0.10161876379900482,0.18948172,0.10161876
25,0.10124076748269567,0.18944661,0.10124097,0.10497450314841904,0.19474167,0.10497445
26,0.10091255738912228,0.18857136,0.10091266,0.10241583016758189,0.1885179,0.10241586
27,0.10247844969820614,0.1906894,0.10247849,0.1058062591135427,0.19269581,0.10580627
28,0.10624572250744678,0.19427308,0.10624564,0.10132359290729111,0.18930896,0.10132364
29,0.10483254907164799,0.19274655,0.10483255,0.10226183173385738,0.19010095,0.102261886
30,0.10473967184585144,0.1927976,0.1047398,0.10637846490085684,0.19484903,0.10637836
31,0.10438148487038057,0.19241135,0.10438152,0.10199613311008761,0.18900034,0.101996206
